"TF_cell_line","CC"
"IKZF1_HepG2",0.534144701071053
"IRF1_HepG2",-0.65218102259764
"IRF2_HepG2",-0.468532294794893
"IRF5_HepG2",0.607058220831023
"ISL2_HepG2",0.301670291215702
"JUN_HepG2",-0.600042919596938
"JUND_HepG2",0.50522625509152
"KLF11_HepG2",0.506537334458147
"KLF13_HepG2",0.0926018775593061
"KLF16_HepG2",0.262637163201128
"KLF6_HepG2",0.199218044491045
"KLF9_HepG2",-0.239107462111447
"MAFF_HepG2",0.0851884381978947
"MAFG_HepG2",0.0761633611418361
"MAFK_HepG2",-0.237061861296589
"MAX_HepG2",0.288094008079443
"MAZ_HepG2",0.562689318990314
"MEF2A_HepG2",0.586490828277854
"MEF2D_HepG2",0.711062649584024
"MEIS1_HepG2",-0.343866892900818
"MEIS2_HepG2",0.267075615424599
"MIXL1_HepG2",0.404707343978343
"MLX_HepG2",-0.483896764130118
"MNT_HepG2",0.309539347211101
"MNX1_HepG2",0.249520494299979
"MTF1_HepG2",-0.491818914305462
"MXI1_HepG2",-0.213897336171247
"MYBL2_HepG2",-0.00719391818462335
"MYC_HepG2",-0.38844217382545
"NFE2_HepG2",-0.300010451068128
"NFE2L1_HepG2",-0.529110682730434
"NFE2L2_HepG2",0.106726868438598
"NFIA_HepG2",0.701205464914864
"NFIB_HepG2",0.449147330469961
"NFIC_HepG2",-0.425319221322503
"NFIL3_HepG2",-0.153725388639222
"NFKB2_HepG2",0.322524894525346
"NFYA_HepG2",0.615396496842699
"NFYB_HepG2",0.538957306984179
"NFYC_HepG2",0.443707814537994
"NR2C2_HepG2",-0.0034992255062709
"NR2F1_HepG2",-0.0128020091859369
"NR2F2_HepG2",-0.645273335095944
"NR5A1_HepG2",-0.118121526122337
"NRF1_HepG2",0.532289545063482
"NRL_HepG2",-0.602897662852828
"ONECUT1_HepG2",0.159988002115391
"ONECUT2_HepG2",-0.236660040595242
"PBX2_HepG2",0.00787360696845581
"PITX1_HepG2",0.509003287446005
"PPARG_HepG2",-0.296775535406325
"PRDM4_HepG2",0.0659642802157724
"RARA_HepG2",0.815527739492029
"RBPJ_HepG2",-0.22879930475529
"RELA_HepG2",0.716158664520015
"REST_HepG2",-0.151919224012119
"RFX1_HepG2",0.336581477681027
"RFX3_HepG2",0.563717770539364
"RFX5_HepG2",-0.730925318512748
"RREB1_HepG2",-0.316845486141558
"RXRB_HepG2",0.674854799619051
"SIX1_HepG2",-0.259680878284806
"SMAD3_HepG2",-0.113481964137831
"SNAI1_HepG2",0.102603499456663
"SOX13_HepG2",-0.0883958765585863
"SP1_HepG2",0.676709313534717
"SP2_HepG2",0.625659955969955
"SRF_HepG2",0.630432882970235
"TBX2_HepG2",0.0587146064390212
"TBX3_HepG2",-0.0757238556908551
"TCF3_HepG2",-0.529687164547937
"TCF7_HepG2",-0.473287119011213
"TCF7L2_HepG2",0.542694795498545
"TEAD1_HepG2",-0.238104182916503
"TEAD2_HepG2",-0.0584688814762947
"TEAD4_HepG2",-0.249325355402289
"TEF_HepG2",0.420452185494794
"TFAP4_HepG2",0.268332692216378
"TFDP1_HepG2",0.482018588465226
"TFE3_HepG2",0.457606865988447
"TGIF2_HepG2",0.332884730023357
"THAP11_HepG2",0.810762072421723
"THRB_HepG2",0.805817737238327
"TP53_HepG2",0.580159156038971
"USF1_HepG2",0.121928507752521
"USF2_HepG2",-0.194387282462746
"YY1_HepG2",0.432820072876972
"ZBTB14_HepG2",0.586090406254342
"ZBTB26_HepG2",0.310326949442286
"ZBTB33_HepG2",0.551663045173884
"ZBTB7A_HepG2",0.24790888776294
"ZBTB7B_HepG2",0.00876062208103235
"ZEB1_HepG2",-0.127968411610838
"ZKSCAN1_HepG2",0.787712654830414
"ZKSCAN5_HepG2",-0.491133750055105
"ZNF143_HepG2",-0.00558971292119271
"ZNF24_HepG2",0.342492148621961
"ZNF263_HepG2",0.521142069373501
"ZNF274_HepG2",0.304594844765235
"ZNF317_HepG2",0.187920320192405
"ZNF384_HepG2",0.976510895624963
"ZNF460_HepG2",0.883861878493377
"ZNF652_HepG2",0.374292262958117
"ZNF740_HepG2",0.443355547617646
"ZSCAN29_HepG2",0.0692414461012369
"CEBPB_HeLaS3",0.56888414673095
"CTCF_HeLaS3",0.919216196717494
"E2F1_HeLaS3",-0.482137172840488
"E2F4_HeLaS3",-0.61009313490568
"E2F6_HeLaS3",0.450213421190795
"ELK1_HeLaS3",0.242900545778174
"ELK4_HeLaS3",0.0687360480694412
"FOS_HeLaS3",0.505873172295315
"GABPA_HeLaS3",0.259055125764118
"IRF3_HeLaS3",-0.196816139555427
"JUN_HeLaS3",0.0382971746410061
"JUND_HeLaS3",0.80751483531456
"MAFF_HeLaS3",0.223259593611748
"MAFK_HeLaS3",0.700839947104522
"MAX_HeLaS3",0.179625445149387
"MAZ_HeLaS3",0.257531089491227
"MXI1_HeLaS3",0.160000921969184
"MYC_HeLaS3",0.565934359979091
"NFE2L2_HeLaS3",0.178266476169601
"NFYA_HeLaS3",0.405219233350688
"NFYB_HeLaS3",0.64769809690073
"NR2C2_HeLaS3",-0.16286620242358
"NRF1_HeLaS3",0.42214340948267
"PRDM1_HeLaS3",0.247884003303257
"REST_HeLaS3",0.644471966716818
"RFX5_HeLaS3",-0.154096614814065
"SREBF2_HeLaS3",0.453119382430999
"STAT3_HeLaS3",0.0879365048725718
"TCF7L2_HeLaS3",-0.0278603253785003
"USF2_HeLaS3",0.739315863675128
"ZKSCAN1_HeLaS3",0.635430574028915
"ZNF143_HeLaS3",-0.518981074108693
"ZNF274_HeLaS3",0.28563307823452
"ATF7_MCF7",0.685520201541127
"CEBPB_MCF7",0.648099791569771
"CEBPG_MCF7",0.717163621519729
"CLOCK_MCF7",0.517160647172605
"CREB1_MCF7",0.656200475607358
"CTCF_MCF7",0.941135646548618
"CUX1_MCF7",0.277588153049127
"E2F1_MCF7",0.395110915976889
"E2F8_MCF7",0.510621891813285
"EGR1_MCF7",0.848485267675599
"ELF1_MCF7",0.421167922909563
"ELK1_MCF7",0.337784702098824
"ESR1_MCF7",0.723195208567522
"ESRRA_MCF7",-0.443831110481916
"FOS_MCF7",0.815863702950233
"FOSL2_MCF7",0.687138668418521
"FOXA1_MCF7",0.266484702230372
"GABPA_MCF7",-0.107865732536975
"GATA3_MCF7",0.579218243664315
"HES1_MCF7",0.218782218224537
"HSF1_MCF7",0.585986886243758
"JUN_MCF7",0.161685298971921
"JUND_MCF7",0.577843500268717
"KLF4_MCF7",0.895888314510531
"KLF9_MCF7",0.944699507994582
"MAFK_MCF7",0.184069250057173
"MAX_MCF7",0.413177911539466
"MAZ_MCF7",0.830218617013591
"MNT_MCF7",0.263199903996027
"MSX2_MCF7",-0.232565991173535
"MYC_MCF7",0.0886437189910937
"NEUROD1_MCF7",-0.353738806184183
"NFIB_MCF7",0.984234401203553
"NR2F2_MCF7",-0.317337431358537
"NRF1_MCF7",0.460083430148028
"OVOL1_MCF7",0.265291795070243
"PKNOX1_MCF7",0.316715450590945
"REST_MCF7",0.349004970362936
"RFX1_MCF7",0.92570009272535
"RFX5_MCF7",0.646132486882787
"SP1_MCF7",0.352109184435421
"SPDEF_MCF7",-0.50462159860237
"SREBF1_MCF7",0.914908414192873
"SRF_MCF7",0.133524696000026
"TCF7L2_MCF7",0.639669246435629
"TEAD4_MCF7",-0.544744001344661
"ZBTB33_MCF7",-0.339155670301222
"ZBTB7B_MCF7",0.910136267880702
"ZKSCAN1_MCF7",0.812652129730613
"ZNF24_MCF7",0.920836219070819
"ATF2_H1",0.517064315200036
"ATF3_H1",0.240119940551188
"BACH1_H1",0.422840767283363
"CEBPB_H1",0.889395087443809
"CREB1_H1",0.116346387410702
"CTCF_H1",0.988396110753357
"E2F6_H1",0.873637661840043
"EGR1_H1",0.631877487937306
"FOSL1_H1",-0.348751125598646
"GABPA_H1",0.132546203626954
"JUN_H1",0.560070740383046
"JUND_H1",0.713978070255813
"MAFK_H1",-0.354403286151879
"MAX_H1",0.75400942183078
"MXI1_H1",0.0971592355974985
"MYC_H1",0.0621645005693864
"NRF1_H1",0.781996131145597
"POU5F1_H1",0.144987803439784
"REST_H1",0.712514259474907
"RFX5_H1",0.195884022961862
"SP1_H1",0.26116944350978
"SP2_H1",-0.182085097743203
"SP4_H1",-0.157508759880052
"SRF_H1",0.717265722096222
"TEAD4_H1",0.74495991317413
"USF1_H1",0.686009784922692
"USF2_H1",0.275754874621861
"YY1_H1",0.603676229217976
"ZNF143_H1",0.806429932304621
"ZNF274_H1",0.811013891918343
