TF_name,cell_line,TF_cell_line,odds_ratio,overlap_bp_NFR,overlap_bp_NDR,p_value
SMAD3,K562,SMAD3_K562,2.35773395729075,222,18,6.48440528339552e-05
BACH1,K562,BACH1_K562,2.3511723273448,8472,689,1.71921661217963e-131
RXRB,HepG2,RXRB_HepG2,2.33763130173814,14797,308,4.70752025270505e-65
FOXP1,HepG2,FOXP1_HepG2,2.29402697799013,13814,293,6.30307793717023e-59
SOX13,HepG2,SOX13_HepG2,2.28092317002203,9751,208,9.99839269465667e-42
GATA4,HepG2,GATA4_HepG2,2.27159725221474,2428,52,1.52266365366927e-11
NFE2,K562,NFE2_K562,2.25850289672738,10736,909,1.47612106624771e-154
JUND,HeLa-S3,JUND_HeLa-S3,2.21015914316084,182173,589,3.06971602191268e-108
PBX2,K562,PBX2_K562,2.18609430095515,5614,491,5.73022833333965e-77
CEBPB,HepG2,CEBPB_HepG2,2.15783612778758,14147,319,6.23183918009781e-54
HMBOX1,K562,HMBOX1_K562,2.13307660171827,2053,184,5.3541107889831e-28
TEF,HepG2,TEF_HepG2,2.12945251478042,2670,61,2.86422859141375e-11
NR2F2,K562,NR2F2_K562,2.11629407400795,3509,317,7.49079235976102e-46
JUNB,K562,JUNB_K562,2.09784116826637,14173,1292,6.2587355324877e-176
NR4A1,K562,NR4A1_K562,2.09447717799961,2224,203,3.9786261666057e-29
GATA3,MCF-7,GATA3_MCF-7,2.0934315973102,18834,74,4.20173378856493e-13
HNF1B,HepG2,HNF1B_HepG2,2.09236903423098,6967,162,6.47430574201407e-26
TCF7L2,K562,TCF7L2_K562,2.08434873161811,338,31,1.15065414594974e-05
MEF2A,HepG2,MEF2A_HepG2,2.06417955674755,3267,77,1.05522460708687e-12
JUND,K562,JUND_K562,2.03868565104522,24875,2334,9.31398690162837e-289
RARA,HepG2,RARA_HepG2,2.03538341465127,21207,507,6.15382222031883e-71
FOXA3,HepG2,FOXA3_HepG2,2.01394514641455,17963,434,4.97214559970056e-59
SRF,K562,SRF_K562,1.98178969630475,3172,306,2.76330945829076e-36
NR5A1,HepG2,NR5A1_HepG2,1.98081278934774,19784,486,1.71139738905621e-62
DBP,HepG2,DBP_HepG2,1.97028454096123,162,4,0.112318111582541
FOS,K562,FOS_K562,1.95303370101832,3555,348,3.89073587761311e-39
IRF1,HepG2,IRF1_HepG2,1.94281646364787,2436,61,8.32019720334225e-09
FOSL2,MCF-7,FOSL2_MCF-7,1.92713813436735,94629,404,2.49808181709652e-49
BCL6,K562,BCL6_K562,1.90530528898811,299,30,0.00017894879892487
FOSL1,K562,FOSL1_K562,1.89710563144442,32099,3237,5.79583730532326e-314
NFIL3,HepG2,NFIL3_HepG2,1.87431428583348,11865,308,1.14216772875029e-33
MAFK,K562,MAFK_K562,1.85145907954634,11648,1203,1.89705655826526e-108
NFATC3,K562,NFATC3_K562,1.82979966989267,1541,161,1.77609926846295e-15
ONECUT1,HepG2,ONECUT1_HepG2,1.82167839423088,24184,646,5.50994055832418e-62
FOS,MCF-7,FOS_MCF-7,1.80944364139878,180948,823,5.72649164976196e-79
PRDM1,HeLa-S3,PRDM1_HeLa-S3,1.78126901599651,8730,35,0.000122401934256124
TCF7L2,MCF-7,TCF7L2_MCF-7,1.75577654752258,20706,97,7.92851952911019e-10
NR2F1,HepG2,NR2F1_HepG2,1.72894735537778,20076,565,7.26952923781375e-45
ATF4,K562,ATF4_K562,1.68005748174456,9314,1060,5.05851635398998e-66
HLF,HepG2,HLF_HepG2,1.63037889365561,31762,948,4.18088428829744e-58
IKZF1,K562,IKZF1_K562,1.60664457522574,17635,2099,6.19291568495892e-106
TBX18,K562,TBX18_K562,1.56259339007002,564,69,0.000138918172412978
NR3C1,K562,NR3C1_K562,1.52933538015263,160,20,0.0395994781964969
PBX2,HepG2,PBX2_HepG2,1.52636837118332,753,24,0.019780873176387
TEAD1,HepG2,TEAD1_HepG2,1.52322576286695,15090,482,1.49899256486354e-22
FOSL2,HepG2,FOSL2_HepG2,1.51414123012686,48287,1552,2.28235604872259e-66
FOXK2,K562,FOXK2_K562,1.51095059506049,4655,589,1.5995148563074e-23
JUND,HepG2,JUND_HepG2,1.49900369102699,46142,1498,6.06717511122874e-61
ESRRA,HepG2,ESRRA_HepG2,1.49072912606972,10816,353,2.34216715802414e-15
ZNF652,HepG2,ZNF652_HepG2,1.47186335788316,6686,221,1.1754920581944e-09
RELA,K562,RELA_K562,1.4540403238921,753,99,0.000152956055723973
CEBPG,K562,CEBPG_K562,1.44720633554389,4769,630,3.9785388101447e-20
CEBPG,MCF-7,CEBPG_MCF-7,1.40601184057723,18633,109,0.000108568689698815
FOXO4,K562,FOXO4_K562,1.40188775445382,44,6,0.288779441082008
MEF2D,HepG2,MEF2D_HepG2,1.3987711582925,4744,165,4.91968472122205e-06
CEBPB,K562,CEBPB_K562,1.39680884542245,8000,1095,1.78764174867507e-27
RBPJ,K562,RBPJ_K562,1.38596139259678,261,36,0.0352732878316957
JUN,HeLa-S3,JUN_HeLa-S3,1.38396230528047,22286,115,0.000150721778955642
ZNF24,K562,ZNF24_K562,1.35794503342064,17506,2465,1.36017902229846e-49
NFE2L1,HepG2,NFE2L1_HepG2,1.32649959689204,818,30,0.0701819016508335
MAFG,HepG2,MAFG_HepG2,1.29747569669762,2827,106,0.00367353673649979
MAFF,HepG2,MAFF_HepG2,1.29442851044962,13968,525,8.91558524452401e-10
IRF1,K562,IRF1_K562,1.28719111907406,15760,2341,3.98676683063641e-32
CEBPB,MCF-7,CEBPB_MCF-7,1.26926145843621,27160,176,0.000611453639595645
CUX1,K562,CUX1_K562,1.2617085885724,792,120,0.00858301465862364
MAFF,HeLa-S3,MAFF_HeLa-S3,1.25345059728139,25099,143,0.00303107300905932
BCL6,HepG2,BCL6_HepG2,1.24611471625367,12115,473,6.87191038289499e-07
NFIX,K562,NFIX_K562,1.24036204335293,279,43,0.105280661538336
NFIA,HepG2,NFIA_HepG2,1.23701355364133,4348,171,0.00279117319736994
MEIS2,K562,MEIS2_K562,1.23595576846221,3614,559,9.91993018997527e-07
NR2F1,K562,NR2F1_K562,1.2202292313289,12720,1993,1.50322446410233e-17
USF1,K562,USF1_K562,1.20682259798288,8970,1421,9.30623295406094e-12
FOS,HeLa-S3,FOS_HeLa-S3,1.19481249986578,48518,290,0.00105233828548671
ZNF274,K562,ZNF274_K562,1.19160563579457,187,30,0.214039763388205
FOXK2,HepG2,FOXK2_HepG2,1.16079653078534,3078,129,0.0504181408539298
TEAD4,HepG2,TEAD4_HepG2,1.16051499554502,12905,541,0.000287892486663502
MITF,K562,MITF_K562,1.15689423842429,19472,3218,3.69815421514087e-15
PITX1,HepG2,PITX1_HepG2,1.1546669422955,4557,192,0.0256451649794636
ISL2,HepG2,ISL2_HepG2,1.15298405135642,1422,60,0.153730521716935
GFI1,HepG2,GFI1_HepG2,1.15159291195697,7267,307,0.00737132442016955
SPI1,K562,SPI1_K562,1.13477620683702,17652,2974,5.23723319114702e-11
TCF7,K562,TCF7_K562,1.10850410798953,835,144,0.135484236080587
JUND,MCF-7,JUND_MCF-7,1.10832150806937,47298,351,0.0275864806926442
ESRRA,K562,ESRRA_K562,1.10012534120625,6520,1133,0.00145074196938389
TEAD4,K562,TEAD4_K562,1.09963765289863,4015,698,0.0102551748486889
TEAD4,MCF-7,TEAD4_MCF-7,1.09261280319889,10362,78,0.236770619507544
IRF2,K562,IRF2_K562,1.09244776460776,2823,494,0.0357647788489341
NR2C1,K562,NR2C1_K562,1.0761706852169,4633,823,0.02655479249585
ZNF384,K562,ZNF384_K562,1.07563801821351,71818,12767,1.11440007895973e-14
ZBTB12,K562,ZBTB12_K562,1.07053317739454,392,70,0.326151031027009
ATF2,K562,ATF2_K562,1.0697842323248,11410,2039,0.00245985126522517
FOXK1,HepG2,FOXK1_HepG2,1.05808274606669,6677,307,0.174141775523168
RREB1,K562,RREB1_K562,1.05371134746907,4382,795,0.0898390441881067
NFIB,HepG2,NFIB_HepG2,1.04829195742616,3814,177,0.284967472058
ZEB1,HepG2,ZEB1_HepG2,1.03579989965416,6068,285,0.293153681851912
USF2,K562,USF2_K562,1.02907263432995,11046,2052,0.118790530277222
SIX1,HepG2,SIX1_HepG2,1.02750013532415,2450,116,0.410938855853026
PPARG,HepG2,PPARG_HepG2,1.01535277623266,8411,403,0.394988301529021
TCF7L2,HeLa-S3,TCF7L2_HeLa-S3,1.01484382863053,21885,154,0.448637845203977
NFE2,HepG2,NFE2_HepG2,1.01474367825885,2211,106,0.466934351327126
ATF3,K562,ATF3_K562,0.995020980499045,7896,1517,0.577350750014153
CUX1,MCF-7,CUX1_MCF-7,0.964560549414691,4222,36,0.62781977709013
SRF,MCF-7,SRF_MCF-7,0.949661961745802,10392,90,0.710467238154632
MAFK,MCF-7,MAFK_MCF-7,0.935843397484728,17637,155,0.807109017312487
NFE2L2,HepG2,NFE2L2_HepG2,0.93335470134783,4547,237,0.857325790466788
NFIC,K562,NFIC_K562,0.932056132243024,3530,724,0.958749739633073
PKNOX1,K562,PKNOX1_K562,0.924099174912035,12308,2546,0.999844853554685
SRF,HepG2,SRF_HepG2,0.917589191650612,4225,224,0.900369494540127
NFE2L2,HeLa-S3,NFE2L2_HeLa-S3,0.909308714037876,11460,90,0.83051011819494
ZKSCAN1,K562,ZKSCAN1_K562,0.904755962229689,1311,277,0.93798637171018
MAFK,HepG2,MAFK_HepG2,0.886318840182516,21390,1174,0.99996457078843
TFE3,K562,TFE3_K562,0.878594968379441,2799,609,0.998025006495503
ZNF384,HepG2,ZNF384_HepG2,0.872947219824372,140347,7818,1
FOSL1,HepG2,FOSL1_HepG2,0.871272212186947,11749,656,0.99965280049222
ZNF460,HepG2,ZNF460_HepG2,0.869661351489672,42766,2392,0.999999999965216
ZNF24,HepG2,ZNF24_HepG2,0.862948476830753,9987,563,0.999607564921256
HEY1,K562,HEY1_K562,0.860248190501481,81,18,0.767417947924757
SREBF2,K562,SREBF2_K562,0.860248001014401,108,24,0.787195113614875
ETV1,K562,ETV1_K562,0.845207359679721,10453,2364,0.999999999999814
TFAP4,HepG2,TFAP4_HepG2,0.844014508662553,28959,1669,0.999999999977287
MXI1,K562,MXI1_K562,0.827509313490248,632,146,0.981173028468709
ZNF317,HepG2,ZNF317_HepG2,0.815739492628777,6154,367,0.999898296559835
HOXA5,HepG2,HOXA5_HepG2,0.806628266401626,514,31,0.894497010907739
TBX2,HepG2,TBX2_HepG2,0.805366634891185,7334,443,0.999992167354678
ATF2,HepG2,ATF2_HepG2,0.799507243295694,19641,1195,0.999999999999842
TEAD1,K562,TEAD1_K562,0.797186557670878,1764,423,0.999981322043846
ZKSCAN1,HeLa-S3,ZKSCAN1_HeLa-S3,0.790555545038508,2989,27,0.904048605663797
JUN,K562,JUN_K562,0.778305990325919,3868,950,0.999999999993462
MGA,K562,MGA_K562,0.767252361267424,2348,585,0.999999989834237
ETS2,K562,ETS2_K562,0.764665138073318,36,9,0.824830456219075
MAFK,HeLa-S3,MAFK_HeLa-S3,0.763673603680614,31442,294,0.999995656779327
ZBTB26,HepG2,ZBTB26_HepG2,0.763512061584431,7000,446,0.999999955046493
DLX6,HepG2,DLX6_HepG2,0.757371570382848,685,44,0.965813849059317
ATF4,HepG2,ATF4_HepG2,0.753611386179531,852,55,0.979660298535092
RREB1,HepG2,RREB1_HepG2,0.746896824570592,18088,1178,1
GABPA,K562,GABPA_K562,0.73529868499216,14166,3682,1
ZKSCAN1,HepG2,ZKSCAN1_HepG2,0.73296259163829,2486,165,0.999911716309698
NR2F2,MCF-7,NR2F2_MCF-7,0.731838373448897,20556,231,0.999997135676155
TBX3,HepG2,TBX3_HepG2,0.731142132250028,2059,137,0.999723056102477
ETV6,K562,ETV6_K562,0.721551988178814,1306,346,0.999999929210038
MEIS2,HepG2,MEIS2_HepG2,0.716619462400403,2681,182,0.99998663444601
MIXL1,HepG2,MIXL1_HepG2,0.710318899991966,2380,163,0.999977327658968
ESRRB,K562,ESRRB_K562,0.707315102432064,37,10,0.877739605735191
HSF2,HepG2,HSF2_HepG2,0.686065409968613,4654,330,0.999999999858499
USF1,HepG2,USF1_HepG2,0.679859205975957,25259,1807,1
CLOCK,K562,CLOCK_K562,0.669080274211984,126,36,0.984845605654545
ESR1,MCF-7,ESR1_MCF-7,0.665986663027043,37416,462,1
USF2,HeLa-S3,USF2_HeLa-S3,0.661253138014219,36858,398,0.999999999999994
ZNF282,K562,ZNF282_K562,0.652765995776891,881,258,0.999999997249959
NKX3-1,HepG2,NKX3-1_HepG2,0.644596918885218,159,12,0.943828488274598
SREBF1,K562,SREBF1_K562,0.638664198413366,294,88,0.999850004555339
JUN,HepG2,JUN_HepG2,0.634851651769929,10911,836,1
NFIB,MCF-7,NFIB_MCF-7,0.62726684522583,140653,1843,1
MEIS1,HepG2,MEIS1_HepG2,0.626753943101175,773,60,0.999609514648244
TP53,HepG2,TP53_HepG2,0.621939327240631,2672,209,0.999999999777297
TCF3,K562,TCF3_K562,0.607384274890252,3060,963,1
SMAD3,HepG2,SMAD3_HepG2,0.596492600953076,1079,88,0.999994982130809
MNT,K562,MNT_K562,0.594003062283744,6020,1937,1
ZSCAN29,K562,ZSCAN29_K562,0.591490927686335,1018,329,0.999999999999999
ATF7,HepG2,ATF7_HepG2,0.588565775139446,15562,1286,1
ZKSCAN5,HepG2,ZKSCAN5_HepG2,0.585289992046487,6377,530,1
TEAD2,K562,TEAD2_K562,0.58436991521836,1394,456,1
TFCP2,K562,TFCP2_K562,0.579865625875682,273,90,0.999993131897768
ELF1,K562,ELF1_K562,0.565969366900137,13786,4654,1
ZKSCAN1,MCF-7,ZKSCAN1_MCF-7,0.564748879967958,1854,27,0.997751512037005
CREB1,HepG2,CREB1_HepG2,0.54989041287119,13488,1193,1
RFX1,K562,RFX1_K562,0.548422319477258,6735,2347,1
ELF3,HepG2,ELF3_HepG2,0.547130345261471,25879,2300,1
BHLHE40,K562,BHLHE40_K562,0.546511614368189,4432,1550,1
ETV4,HepG2,ETV4_HepG2,0.545230699574043,9741,869,1
IRF2,HepG2,IRF2_HepG2,0.540117216797392,5685,512,1
MTF1,HepG2,MTF1_HepG2,0.520033680173004,620,58,0.999995858901234
ATF7,K562,ATF7_K562,0.518237268247036,5331,1966,1
MAX,K562,MAX_K562,0.513803819789729,7176,2669,1
CREB3,K562,CREB3_K562,0.512039968015991,525,196,0.999999999999987
MXI1,HepG2,MXI1_HepG2,0.491307455515792,2131,211,1
SMAD5,K562,SMAD5_K562,0.490825337914794,285,111,0.999999999378368
KLF6,K562,KLF6_K562,0.489498248811772,612,239,1
MAX,HepG2,MAX_HepG2,0.481164685766185,15613,1578,1
CREB1,K562,CREB1_K562,0.475755831087744,2382,957,1
ESRRA,MCF-7,ESRRA_MCF-7,0.467257050468853,16137,284,1
IRF5,HepG2,IRF5_HepG2,0.465723963263222,718,75,0.999999996265429
RFX7,K562,RFX7_K562,0.458798685843724,24,10,0.985754420681153
NR2C2,K562,NR2C2_K562,0.454348077700194,14194,5967,1
USF2,HepG2,USF2_HepG2,0.452911053787145,10169,1092,1
NEUROD1,K562,NEUROD1_K562,0.448700689141058,1007,429,1
SREBF1,MCF-7,SREBF1_MCF-7,0.439424858616634,9618,180,1
MLX,K562,MLX_K562,0.436947678962205,144,63,0.999999922181818
RELA,HepG2,RELA_HepG2,0.432653766282289,1423,160,1
MYBL2,K562,MYBL2_K562,0.430118970665808,189,84,0.999999999545338
E2F7,K562,E2F7_K562,0.427169074172874,181,81,0.999999999311375
NR2C2,HepG2,NR2C2_HepG2,0.422960067463622,26477,3043,1
MNT,HepG2,MNT_HepG2,0.41826134615847,7731,899,1
NFATC3,HepG2,NFATC3_HepG2,0.414791908055489,324,38,0.999998748071427
REST,HeLa-S3,REST_HeLa-S3,0.40635107021054,18838,331,1
ZSCAN29,HepG2,ZSCAN29_HepG2,0.40025049315085,1950,237,1
RBPJ,HepG2,RBPJ_HepG2,0.39232954344287,5380,667,1
SNAI1,HepG2,SNAI1_HepG2,0.39024243066133,3554,443,1
PKNOX1,MCF-7,PKNOX1_MCF-7,0.386488684602056,41139,875,1
ZBTB7B,HepG2,ZBTB7B_HepG2,0.383266888960895,6635,842,1
GABPA,HepG2,GABPA_HepG2,0.381203768541167,17720,2260,1
ZNF274,HepG2,ZNF274_HepG2,0.380528053371259,2558,327,1
CREB3L1,K562,CREB3L1_K562,0.37319606623825,1066,546,1
MYBL2,HepG2,MYBL2_HepG2,0.370965734488188,1304,171,1
TGIF2,HepG2,TGIF2_HepG2,0.366658058584215,3392,450,1
MYC,K562,MYC_K562,0.361499997946702,6170,3261,1
NRL,HepG2,NRL_HepG2,0.361376804459371,1092,147,1
RFX1,MCF-7,RFX1_MCF-7,0.358706056683169,41370,948,1
HES1,K562,HES1_K562,0.356825842387698,560,300,1
MNX1,HepG2,MNX1_HepG2,0.353270945910834,915,126,1
BHLHE40,HepG2,BHLHE40_HepG2,0.349791747591035,7998,1112,1
ZNF24,MCF-7,ZNF24_MCF-7,0.348633133093983,28455,671,1
ELF4,K562,ELF4_K562,0.34854172367598,3936,2158,1
REST,HepG2,REST_HepG2,0.346085464553339,6753,949,1
NFYB,K562,NFYB_K562,0.339341797037432,3047,1716,1
CREB1,MCF-7,CREB1_MCF-7,0.32934719513995,37544,937,1
ERF,K562,ERF_K562,0.327704900018891,264,154,1
ZNF263,HepG2,ZNF263_HepG2,0.320752587579274,31072,4706,1
ZNF263,K562,ZNF263_K562,0.319886951877875,2653,1585,1
ELF1,HepG2,ELF1_HepG2,0.315252099521503,21010,3239,1
ATF3,HepG2,ATF3_HepG2,0.314407102090093,2663,412,1
CREM,K562,CREM_K562,0.309645369650822,5196,3206,1
ATF7,MCF-7,ATF7_MCF-7,0.307279934916704,30952,828,1
CLOCK,MCF-7,CLOCK_MCF-7,0.303913739460141,4065,110,1
MXI1,HeLa-S3,MXI1_HeLa-S3,0.302509033351029,4194,99,1
ZNF143,K562,ZNF143_K562,0.299127035403351,2401,1534,1
SOX18,HepG2,SOX18_HepG2,0.29745011066693,214,35,0.999999998112081
RFX5,HeLa-S3,RFX5_HeLa-S3,0.294619820409377,6808,165,1
HSF1,MCF-7,HSF1_MCF-7,0.289681273490073,1268,36,0.99999999981776
E2F8,K562,E2F8_K562,0.288371581267042,614,407,1
ZNF740,K562,ZNF740_K562,0.28446317624041,14426,9677,1
MAX,HeLa-S3,MAX_HeLa-S3,0.284277697523157,14852,373,1
VEZF1,K562,VEZF1_K562,0.27916211224153,8223,5625,1
NFYA,K562,NFYA_K562,0.27428577589049,1570,1094,1
KLF16,K562,KLF16_K562,0.272080595063547,3208,2253,1
ISX,HepG2,ISX_HepG2,0.264092296952777,114,21,0.999999699634066
MYC,HepG2,MYC_HepG2,0.260108874563646,9801,1832,1
REST,K562,REST_K562,0.25966575132182,9716,7143,1
TFE3,HepG2,TFE3_HepG2,0.259457488960227,2427,455,1
YY1,K562,YY1_K562,0.256953490888857,1534,1141,1
ZNF148,K562,ZNF148_K562,0.249291061120127,21028,16074,1
MYC,HeLa-S3,MYC_HeLa-S3,0.248719846672097,7768,223,1
NR2C2,HeLa-S3,NR2C2_HeLa-S3,0.247122998196225,2907,84,1
EGR1,K562,EGR1_K562,0.240415059220338,31099,24607,1
KLF13,K562,KLF13_K562,0.239852034725111,1393,1110,1
CTCF,MCF-7,CTCF_MCF-7,0.239107852605056,264791,9048,1
ATF6,HepG2,ATF6_HepG2,0.238156432966105,328,67,1
TEAD2,HepG2,TEAD2_HepG2,0.232769529720697,378,79,1
ETV5,K562,ETV5_K562,0.232296781884233,2137,1758,1
ZBED1,K562,ZBED1_K562,0.221942067027108,137,118,1
MLX,HepG2,MLX_HepG2,0.219936190240582,2193,485,1
CTCF,HepG2,CTCF_HepG2,0.213827184300148,86892,19633,1
THAP11,HepG2,THAP11_HepG2,0.211428645092006,13287,3054,1
RFX1,HepG2,RFX1_HepG2,0.208509185639743,4176,974,1
JUN,MCF-7,JUN_MCF-7,0.208384388523881,3953,156,1
CTCF,HeLa-S3,CTCF_HeLa-S3,0.207104311438879,245599,8417,1
REST,MCF-7,REST_MCF-7,0.205287071306174,14883,596,1
ZBTB7B,MCF-7,ZBTB7B_MCF-7,0.204769197088855,2216,89,1
NFKB2,HepG2,NFKB2_HepG2,0.204093350590392,3609,860,1
ZNF143,HepG2,ZNF143_HepG2,0.203482293736505,4406,1053,1
ZNF740,HepG2,ZNF740_HepG2,0.201878094577201,22689,5457,1
PRDM4,HepG2,PRDM4_HepG2,0.199457706674906,164,40,0.999999999999998
ELK3,K562,ELK3_K562,0.191166025320534,9,9,0.999858543180098
MNT,MCF-7,MNT_MCF-7,0.190117999167149,16051,694,1
ZBTB7A,HepG2,ZBTB7A_HepG2,0.189366197150888,2079,534,1
ATF6,K562,ATF6_K562,0.188523785767988,143,145,1
SREBF2,HeLa-S3,SREBF2_HeLa-S3,0.187257436702543,236,9,0.999987341431812
CTCF,K562,CTCF_K562,0.186823067977935,34645,35184,1
ZBTB7A,K562,ZBTB7A_K562,0.186174891860022,2437,2501,1
RFX3,HepG2,RFX3_HepG2,0.18302527165586,4253,1130,1
E2F1,HeLa-S3,E2F1_HeLa-S3,0.181395131511118,1956,77,1
ZBTB33,K562,ZBTB33_K562,0.179295110869426,1168,1245,1
TCF3,HepG2,TCF3_HepG2,0.175600909334691,1018,282,1
CREM,HepG2,CREM_HepG2,0.173574651617801,5612,1572,1
NFYA,HeLa-S3,NFYA_HeLa-S3,0.169773427313544,5350,225,1
MAZ,K562,MAZ_K562,0.169090224891556,18639,20976,1
XBP1,HepG2,XBP1_HepG2,0.168395219042418,270,78,1
NFYC,HepG2,NFYC_HepG2,0.168217238315114,5785,1672,1
HINFP,K562,HINFP_K562,0.167845289593934,425,484,1
TFDP1,K562,TFDP1_K562,0.161968128670119,2714,3201,1
KLF4,MCF-7,KLF4_MCF-7,0.161129305337554,39265,2001,1
E2F6,K562,E2F6_K562,0.161105792248091,6748,7993,1
SPDEF,MCF-7,SPDEF_MCF-7,0.147595175494726,5780,322,1
GABPA,HeLa-S3,GABPA_HeLa-S3,0.147115291145816,7439,361,1
ELF1,MCF-7,ELF1_MCF-7,0.146962613241125,36495,2039,1
MSX2,MCF-7,MSX2_MCF-7,0.146570604489693,499,28,0.999999999999998
E2F1,K562,E2F1_K562,0.144823144337709,638,842,1
KLF13,HepG2,KLF13_HepG2,0.144449903055774,977,329,1
ETV5,HepG2,ETV5_HepG2,0.143322190443048,5398,1831,1
EGR1,HepG2,EGR1_HepG2,0.142965094102804,49791,16834,1
NFYB,HeLa-S3,NFYB_HeLa-S3,0.141383022439255,9368,473,1
KLF16,HepG2,KLF16_HepG2,0.140759006434098,16941,5842,1
OVOL1,MCF-7,OVOL1_MCF-7,0.134756503207978,3720,227,1
KLF9,HepG2,KLF9_HepG2,0.127624612975696,7201,2742,1
TCFL5,K562,TCFL5_K562,0.127443471867944,18,27,0.999999999996416
RFX5,MCF-7,RFX5_MCF-7,0.126057811051677,5366,350,1
ERF,HepG2,ERF_HepG2,0.124285391187867,2387,934,1
ELF2,K562,ELF2_K562,0.123615612812795,837,1294,1
NFYA,HepG2,NFYA_HepG2,0.117763288784011,3924,1620,1
RFX5,K562,RFX5_K562,0.117390228022329,148,241,1
NRF1,K562,NRF1_K562,0.116738949651751,7459,12180,1
HES1,MCF-7,HES1_MCF-7,0.115505407720299,632,45,1
MYC,MCF-7,MYC_MCF-7,0.114586323928482,25228,1808,1
MAZ,HepG2,MAZ_HepG2,0.113366113366597,29177,12459,1
ETS1,K562,ETS1_K562,0.113281928761425,553,933,1
ZBTB33,MCF-7,ZBTB33_MCF-7,0.11298618236064,577,42,1
MAX,MCF-7,MAX_MCF-7,0.109333684873018,12213,918,1
E2F1,MCF-7,E2F1_MCF-7,0.108468102561493,5937,450,1
CREB3,HepG2,CREB3_HepG2,0.108217983866916,505,227,1
KLF6,HepG2,KLF6_HepG2,0.106433455985742,5567,2542,1
KLF11,HepG2,KLF11_HepG2,0.103255488301351,3481,1639,1
RFX5,HepG2,RFX5_HepG2,0.101770314742164,1515,724,1
HINFP,HepG2,HINFP_HepG2,0.101573084485116,2561,1226,1
GABPA,MCF-7,GABPA_MCF-7,0.0988581250592333,14511,1206,1
MAZ,HeLa-S3,MAZ_HeLa-S3,0.0987516495942451,17719,1280,1
NR3C1,HepG2,NR3C1_HepG2,0.097297205948601,32,16,0.999999999977327
E2F8,MCF-7,E2F8_MCF-7,0.0968240225654721,259,22,1
NFYB,HepG2,NFYB_HepG2,0.0951472995873569,4624,2362,1
THAP1,K562,THAP1_K562,0.0911456141484723,144,302,1
CTCFL,K562,CTCFL_K562,0.0900864694971116,2019,4280,1
EGR1,MCF-7,EGR1_MCF-7,0.0876198501151001,19901,1865,1
ZNF143,HeLa-S3,ZNF143_HeLa-S3,0.0814972714940234,3082,270,1
ZBTB33,HepG2,ZBTB33_HepG2,0.079971885674736,2571,1563,1
