TF_name,cell_line,TF_cell_line,odds_ratio,overlap_bp_NFR,overlap_bp_NDR,p_value
RFX5,MCF-7,RFX5_MCF-7,0.546498636451484,2530,24,0.997701755492688
ATF2,K562,ATF2_K562,0.545322471803431,5310,533,1
MLX,K562,MLX_K562,0.543601779404572,268,27,0.998284117765185
ZNF143,K562,ZNF143_K562,0.542750833368792,2032,205,0.999999999999995
ETV1,K562,ETV1_K562,0.542329785467149,8474,855,1
ZNF317,HepG2,ZNF317_HepG2,0.541477558968998,5934,162,0.999999999999269
CREB1,MCF-7,CREB1_MCF-7,0.537481842031217,12964,125,0.999999999882761
ETV4,HepG2,ETV4_HepG2,0.535888449252079,10080,278,1
USF2,K562,USF2_K562,0.533214383783958,5894,605,1
SNAI1,HepG2,SNAI1_HepG2,0.527298573481558,4851,136,0.999999999992452
ZNF274,HepG2,ZNF274_HepG2,0.513064304778388,3401,98,0.999999998792992
MNX1,HepG2,MNX1_HepG2,0.508196428509754,928,27,0.999477234122916
ELF3,HepG2,ELF3_HepG2,0.507646554101304,19796,576,1
GABPA,K562,GABPA_K562,0.507266079412927,12727,1372,1
CTCF,MCF-7,CTCF_MCF-7,0.502172486380105,63882,658,1
USF1,K562,USF1_K562,0.498419165434861,4808,528,1
ATF6,K562,ATF6_K562,0.49562223562032,362,40,0.999962827343516
TFE3,K562,TFE3_K562,0.492233045934604,1744,194,1
ZBED1,K562,ZBED1_K562,0.490512198262496,206,23,0.999064716272764
NR3C1,K562,NR3C1_K562,0.487418333678362,178,20,0.998380658393719
TEAD2,K562,TEAD2_K562,0.486905987713596,1067,120,0.999999999996828
SPDEF,MCF-7,SPDEF_MCF-7,0.486743022137025,4695,50,0.999998256471264
JUN,HeLa-S3,JUN_HeLa-S3,0.486029163636997,16582,85,0.999999999083036
DLX6,HepG2,DLX6_HepG2,0.48498253111451,656,20,0.998787087299061
ATF3,K562,ATF3_K562,0.48433888431117,4203,475,1
CLOCK,MCF-7,CLOCK_MCF-7,0.462039158959234,4011,45,0.999998632671344
TBX3,HepG2,TBX3_HepG2,0.460372115994802,2024,65,0.99999998809503
CTCF,HeLa-S3,CTCF_HeLa-S3,0.452648358945733,77883,428,1
CREB3,HepG2,CREB3_HepG2,0.441930779479135,807,27,0.99994078555675
MYBL2,HepG2,MYBL2_HepG2,0.436681801433181,1654,56,0.999999981037121
MEIS1,HepG2,MEIS1_HepG2,0.428784527019534,870,30,0.999984675903015
ELF1,K562,ELF1_K562,0.428160233902509,13492,1722,1
ZKSCAN5,HepG2,ZKSCAN5_HepG2,0.422747292228587,6350,222,1
ZNF143,HeLa-S3,ZNF143_HeLa-S3,0.422550995810737,5087,30,0.999989974390705
