TF_name,cell_line,TF_cell_line,odds_ratio,overlap_bp_NFR,overlap_bp_NDR,p_value
FOXA2,HepG2,FOXA2_HepG2,2.25570853644734,31544,760,3.38834192780964e-142
BACH1,K562,BACH1_K562,2.20435497007432,8472,865,2.95245990548204e-134
DBP,HepG2,DBP_HepG2,2.20023963049836,162,4,0.0669603639063462
THRB,HepG2,THRB_HepG2,2.15065462197028,6571,166,1.49824339848642e-28
GATA3,MCF-7,GATA3_MCF-7,2.13792569385745,18834,81,5.19330881060688e-15
JUNB,K562,JUNB_K562,2.06492115635383,14173,1545,2.40131590379051e-195
SRF,K562,SRF_K562,2.04528502926198,3172,349,2.23484040985075e-44
RXRB,HepG2,RXRB_HepG2,2.03031515535802,14797,396,3.57569319891398e-55
FOXA3,HepG2,FOXA3_HepG2,2.00836116875493,17963,486,5.10902532520966e-65
JUND,K562,JUND_K562,1.97485618880389,24875,2836,1.38950106160773e-308
MEF2A,HepG2,MEF2A_HepG2,1.950459275148,3267,91,1.77684308967587e-12
RARA,HepG2,RARA_HepG2,1.94656517821209,21207,592,3.29089887979246e-71
CEBPG,HepG2,CEBPG_HepG2,1.92420570110109,11439,323,2.90169653130398e-38
FOS,K562,FOS_K562,1.91386401653437,3555,418,1.19824808447253e-42
MAFK,K562,MAFK_K562,1.90392035377756,11648,1377,1.75283664091184e-133
FOSL1,K562,FOSL1_K562,1.88973332804941,32099,3825,0
PBX2,K562,PBX2_K562,1.86893145040727,5614,676,1.8522249645513e-62
NR4A1,K562,NR4A1_K562,1.86738235184383,2224,268,8.20340680931856e-26
NFIC,HepG2,NFIC_HepG2,1.85590870439632,2972,87,2.39488802418173e-10
NR5A1,HepG2,NR5A1_HepG2,1.80673562066175,19784,595,2.47087646127249e-55
NFIL3,HepG2,NFIL3_HepG2,1.79571338985329,11865,359,2.11555919864457e-33
FOS,MCF-7,FOS_MCF-7,1.77658286248564,180948,937,1.1131500133501e-83
FOSL2,MCF-7,FOSL2_MCF-7,1.7617244656051,94629,494,1.09186093102853e-43
NFATC3,K562,NFATC3_K562,1.76019854871478,1541,197,6.72445594985558e-16
NR2F2,K562,NR2F2_K562,1.75474697750551,3509,450,1.12390387128259e-33
ONECUT1,HepG2,ONECUT1_HepG2,1.71557085704928,24184,766,4.51315231889222e-58
PBX2,HepG2,PBX2_HepG2,1.70451487875173,753,24,0.00366381563853375
CEBPB,HepG2,CEBPB_HepG2,1.67828975098256,14147,458,1.45893805702366e-32
FOXO4,K562,FOXO4_K562,1.65010862846414,44,6,0.1634381821293
RBPJ,K562,RBPJ_K562,1.63136424907217,261,36,0.00235998257850726
NR2F1,HepG2,NR2F1_HepG2,1.61367714252524,20076,676,5.26510953672651e-40
TEF,HepG2,TEF_HepG2,1.6117305502896,2670,90,1.04846855833717e-06
PRDM1,HeLa-S3,PRDM1_HeLa-S3,1.59716399984119,8730,45,0.000475700624140856
HNF1B,HepG2,HNF1B_HepG2,1.55129169540413,6967,244,3.2187239665031e-13
HMBOX1,K562,HMBOX1_K562,1.5450562232525,2053,299,7.96766359170229e-14
BCL6,K562,BCL6_K562,1.49510455647626,299,45,0.00539242371619838
NFIX,K562,NFIX_K562,1.45998500677343,279,43,0.0100794670858421
FOSL2,HepG2,FOSL2_HepG2,1.45542954736014,48287,1803,4.87694814067124e-62
JUND,HepG2,JUND_HepG2,1.44442424874118,46142,1736,2.41505481504802e-57
ATF4,K562,ATF4_K562,1.43764375367997,9314,1458,1.65031835389025e-41
TCF7L2,MCF-7,TCF7L2_MCF-7,1.42073527133171,20706,134,1.08685646481635e-05
ESRRA,HepG2,ESRRA_HepG2,1.41941899970792,10816,414,9.26073498811811e-14
HLF,HepG2,HLF_HepG2,1.40772651047274,31762,1226,1.74314252622279e-35
ZNF274,K562,ZNF274_K562,1.4025948938455,187,30,0.0467770823261531
MAFF,HeLa-S3,MAFF_HeLa-S3,1.37760012544538,25099,150,2.27073131029559e-05
TEAD1,HepG2,TEAD1_HepG2,1.35738769876007,15090,604,6.93259010775846e-15
FOXK2,K562,FOXK2_K562,1.35162160586616,4655,775,5.13480763169409e-16
CEBPG,MCF-7,CEBPG_MCF-7,1.34895148132862,18633,127,0.000250908024385646
IKZF1,K562,IKZF1_K562,1.3477214428436,17635,2945,1.50295372236768e-54
TCF7L2,K562,TCF7L2_K562,1.33430287740823,338,57,0.0227599263254532
IRF1,K562,IRF1_K562,1.30688634441386,15760,2714,1.73926532177967e-40
TCF7,K562,TCF7_K562,1.30478503898239,835,144,0.00140350715091997
ZNF652,HepG2,ZNF652_HepG2,1.29728955416646,6686,280,5.29078520132931e-06
CEBPG,K562,CEBPG_K562,1.29451529627397,4769,829,9.21341921312059e-13
CUX1,K562,CUX1_K562,1.29139982687292,792,138,0.0025429659236455
MAFG,HepG2,MAFG_HepG2,1.27986605319608,2827,120,0.00354202385936858
CEBPB,K562,CEBPB_K562,1.26157455732263,8000,1427,5.82146737391797e-17
MAFF,HepG2,MAFF_HepG2,1.25435278415145,13968,605,9.26539703053649e-09
FOS,HeLa-S3,FOS_HeLa-S3,1.24829941750336,48518,320,2.37371960576485e-05
JUN,HeLa-S3,JUN_HeLa-S3,1.21508004329529,22286,151,0.00792296878680168
FOXK2,HepG2,FOXK2_HepG2,1.20301998336144,3078,139,0.016237534945951
BCL6,HepG2,BCL6_HepG2,1.16701058871571,12115,564,0.000134494973476213
NFIA,HepG2,NFIA_HepG2,1.15227256274166,4348,205,0.0237829899571564
GFI1,HepG2,GFI1_HepG2,1.13775332052949,7267,347,0.00913131394398433
PPARG,HepG2,PPARG_HepG2,1.13387735348227,8411,403,0.00658811435268458
ZNF24,K562,ZNF24_K562,1.1307423440668,17506,3484,1.04028051824713e-11
CEBPB,MCF-7,CEBPB_MCF-7,1.11978752076277,27160,223,0.047395595401424
MEIS2,K562,MEIS2_K562,1.11399716314085,3614,730,0.00381861588046609
IRF2,K562,IRF2_K562,1.1066636647386,2823,574,0.0135275146873071
PITX1,HepG2,PITX1_HepG2,1.09061349977495,4557,227,0.105863848842468
FOXK1,HepG2,FOXK1_HepG2,1.08932239863842,6677,333,0.0658317148116797
NR2F1,K562,NR2F1_K562,1.084215130824,12720,2640,7.23364787604706e-05
CUX1,MCF-7,CUX1_MCF-7,1.0782452751912,4222,36,0.364486836582222
TEAD4,MCF-7,TEAD4_MCF-7,1.07042612520552,10362,89,0.282018176686376
SRF,MCF-7,SRF_MCF-7,1.06159650024488,10392,90,0.308248681761586
TEAD4,K562,TEAD4_K562,1.0603803520684,4015,852,0.0616197637666122
MEF2D,HepG2,MEF2D_HepG2,1.05194959825046,4744,245,0.230641582357771
NFE2L2,HeLa-S3,NFE2L2_HeLa-S3,1.04829170245499,11460,90,0.352127563032978
MAFK,MCF-7,MAFK_MCF-7,1.0461560358312,17637,155,0.304881109009745
JUND,MCF-7,JUND_MCF-7,1.03047128789779,47298,422,0.279424900488142
TBX18,K562,TBX18_K562,1.02345424525047,564,124,0.430761933601649
TEAD4,HepG2,TEAD4_HepG2,1.0146022933195,12905,691,0.364399013638073
ISL2,HepG2,ISL2_HepG2,1.00328204740446,1422,77,0.519093673961758
ESRRA,K562,ESRRA_K562,0.993291847926137,6520,1477,0.599024967599654
RELA,K562,RELA_K562,0.99085349430783,753,171,0.563434714261339
SMAD3,K562,SMAD3_K562,0.979475163225818,222,51,0.589935296203739
MITF,K562,MITF_K562,0.968895862081029,19472,4522,0.97237910809666
ATF2,K562,ATF2_K562,0.96772247085188,11410,2653,0.936953105603467
NFE2L2,HepG2,NFE2L2_HepG2,0.961178890907743,4547,257,0.744028106757738
NFIB,HepG2,NFIB_HepG2,0.954846101800277,3814,217,0.75903585782162
NFE2,HepG2,NFE2_HepG2,0.938407629260969,2211,128,0.774090279224701
ZNF24,HepG2,ZNF24_HepG2,0.92902870199679,9987,584,0.958918783741547
SPI1,K562,SPI1_K562,0.922140878187462,17652,4307,0.999998923149794
USF1,K562,USF1_K562,0.915742951558135,8970,2204,0.999884768154175
SIX1,HepG2,SIX1_HepG2,0.91164365687884,2450,146,0.870204043334466
ZKSCAN1,HeLa-S3,ZKSCAN1_HeLa-S3,0.911380798960028,2989,27,0.726857352620702
MAFK,HepG2,MAFK_HepG2,0.902167475735442,21390,1288,0.999809325214926
ZEB1,HepG2,ZEB1_HepG2,0.890945148580391,6068,370,0.984438131139274
TEAD1,K562,TEAD1_K562,0.88796722234444,1764,447,0.987764051965729
TCF7L2,HeLa-S3,TCF7L2_HeLa-S3,0.874599042189132,21885,206,0.972612176008618
ZBTB12,K562,ZBTB12_K562,0.864759395587493,392,102,0.912569702528768
ZNF384,K562,ZNF384_K562,0.863870393143225,71818,18696,1
ATF4,HepG2,ATF4_HepG2,0.841568590584554,852,55,0.903558185002007
FOSL1,HepG2,FOSL1_HepG2,0.835410318901576,11749,764,0.999998801849114
NFIC,K562,NFIC_K562,0.83257157638287,3530,954,0.999999637971303
ESRRB,K562,ESRRB_K562,0.832553772112864,37,10,0.765279219992257
USF2,K562,USF2_K562,0.827856363511008,11046,3002,1
ZNF460,HepG2,ZNF460_HepG2,0.820221390007772,42766,2832,1
ATF3,K562,ATF3_K562,0.81605725009023,7896,2177,1
PKNOX1,K562,PKNOX1_K562,0.813241369460598,12308,3405,1
NR2C1,K562,NR2C1_K562,0.81123446423976,4633,1285,0.999999999965236
TFAP4,HepG2,TFAP4_HepG2,0.808748490240883,28959,1945,1
SRF,HepG2,SRF_HepG2,0.808189195033802,4225,284,0.999675082751882
IRF1,HepG2,IRF1_HepG2,0.80205064822154,2436,165,0.996640052824405
NR2F2,MCF-7,NR2F2_MCF-7,0.800773903071067,20556,236,0.999550232074951
ZBTB26,HepG2,ZBTB26_HepG2,0.797217806391761,7000,477,0.999998470888297
MAFK,HeLa-S3,MAFK_HeLa-S3,0.796420822466442,31442,325,0.999964731893739
MIXL1,HepG2,MIXL1_HepG2,0.793227251483539,2380,163,0.997612951586368
ZKSCAN1,K562,ZKSCAN1_K562,0.780393380776029,1311,378,0.999985741677785
RREB1,HepG2,RREB1_HepG2,0.763437093875283,18088,1287,1
TBX2,HepG2,TBX2_HepG2,0.758881116547272,7334,525,0.999999998196948
HOXA5,HepG2,HOXA5_HepG2,0.754699296044019,514,37,0.955819935855784
ZNF384,HepG2,ZNF384_HepG2,0.753337975560475,140347,10111,1
ATF2,HepG2,ATF2_HepG2,0.752385671983846,19641,1418,1
DLX6,HepG2,DLX6_HepG2,0.744273357298828,685,50,0.978974481327386
NFE2L1,HepG2,NFE2L1_HepG2,0.740650767461866,818,60,0.987523386336184
SREBF2,K562,SREBF2_K562,0.736410044535273,108,33,0.947293371820912
MGA,K562,MGA_K562,0.718789047496,2348,735,0.999999999999986
ZNF317,HepG2,ZNF317_HepG2,0.706783485452074,6154,473,0.999999999998274
NR3C1,K562,NR3C1_K562,0.692350196062136,160,52,0.990065575138345
TBX3,HepG2,TBX3_HepG2,0.682052130711547,2059,164,0.999996992602957
ETV1,K562,ETV1_K562,0.681001907818668,10453,3453,1
JUN,K562,JUN_K562,0.680968186352595,3868,1278,1
TFE3,K562,TFE3_K562,0.675722567109235,2799,932,1
HEY1,K562,HEY1_K562,0.675042529467311,81,27,0.967641192651462
ZKSCAN1,HepG2,ZKSCAN1_HepG2,0.671904796362023,2486,201,0.999999889128599
MXI1,K562,MXI1_K562,0.664518502185648,632,214,0.999999763211746
RREB1,K562,RREB1_K562,0.659025269494527,4382,1496,1
ESR1,MCF-7,ESR1_MCF-7,0.648952766747445,37416,530,1
MEIS2,HepG2,MEIS2_HepG2,0.630498617070099,2681,231,0.999999999898579
CLOCK,K562,CLOCK_K562,0.630038586953874,126,45,0.996178791069867
HSF2,HepG2,HSF2_HepG2,0.628910067537674,4654,402,1
JUN,HepG2,JUN_HepG2,0.611000296279667,10911,970,1
NFIB,MCF-7,NFIB_MCF-7,0.6029914428306,140653,2143,1
TEAD2,K562,TEAD2_K562,0.594044263982894,1394,528,1
ZKSCAN5,HepG2,ZKSCAN5_HepG2,0.593166256412937,6377,584,1
GABPA,K562,GABPA_K562,0.587925544531868,14166,5419,1
USF1,HepG2,USF1_HepG2,0.583703780805558,25259,2350,1
MEIS1,HepG2,MEIS1_HepG2,0.583251565377799,773,72,0.999983607978614
TFCP2,K562,TFCP2_K562,0.563562736573684,273,109,0.999999543371569
SMAD3,HepG2,SMAD3_HepG2,0.552995347612781,1079,106,0.999999974301948
ZNF282,K562,ZNF282_K562,0.547598431545518,881,362,1
RFX7,K562,RFX7_K562,0.540034526657523,24,10,0.963891152942602
ATF7,HepG2,ATF7_HepG2,0.539368007838007,15562,1567,1
ETV6,K562,ETV6_K562,0.538191489070322,1306,546,1
RFX1,K562,RFX1_K562,0.518479663220174,6735,2922,1
ELF3,HepG2,ELF3_HepG2,0.510412493615261,25879,2753,1
CREB1,HepG2,CREB1_HepG2,0.508717090960027,13488,1440,1
IRF2,HepG2,IRF2_HepG2,0.503768833942588,5685,613,1
MNT,K562,MNT_K562,0.496033724661114,6020,2730,1
TP53,HepG2,TP53_HepG2,0.49371622751575,2672,294,1
ETV4,HepG2,ETV4_HepG2,0.491254805654963,9741,1077,1
TCF3,K562,TCF3_K562,0.488944712765525,3060,1408,1
USF2,HeLa-S3,USF2_HeLa-S3,0.4822894059755,36858,629,1
CREB3,K562,CREB3_K562,0.482160527033656,525,245,1
BHLHE40,K562,BHLHE40_K562,0.472968461927154,4432,2108,1
MXI1,HepG2,MXI1_HepG2,0.464916641840516,2131,249,1
ESRRA,MCF-7,ESRRA_MCF-7,0.46356407861583,16137,320,1
MAX,K562,MAX_K562,0.450207703666718,7176,3585,1
ELF1,K562,ELF1_K562,0.449648225660614,13786,6893,1
ATF7,K562,ATF7_K562,0.447279455125947,5331,2681,1
SREBF1,K562,SREBF1_K562,0.438099634080853,294,151,0.999999999999998
E2F3,K562,E2F3_K562,0.435024968592468,116,60,0.999999788004556
ZSCAN29,K562,ZSCAN29_K562,0.434629314082601,1018,527,1
MAX,HepG2,MAX_HepG2,0.430148866379719,15613,1971,1
IRF5,HepG2,IRF5_HepG2,0.410587044488243,718,95,0.999999999999913
ZSCAN29,HepG2,ZSCAN29_HepG2,0.40125213989467,1950,264,1
MNT,HepG2,MNT_HepG2,0.400281073515034,7731,1049,1
TGIF2,HepG2,TGIF2_HepG2,0.39968788649397,3392,461,1
NR2C2,HepG2,NR2C2_HepG2,0.394169038847091,26477,3646,1
SREBF1,MCF-7,SREBF1_MCF-7,0.39296353643273,9618,225,1
NRL,HepG2,NRL_HepG2,0.39286550457623,1092,151,1
RELA,HepG2,RELA_HepG2,0.388458668330929,1423,199,1
CREB1,K562,CREB1_K562,0.382499167626608,2382,1401,1
PKNOX1,MCF-7,PKNOX1_MCF-7,0.38223547282737,41139,989,1
MYBL2,K562,MYBL2_K562,0.379706279053674,189,112,0.999999999999996
ZKSCAN1,MCF-7,ZKSCAN1_MCF-7,0.378780496957244,1854,45,0.999999993709127
NFATC3,HepG2,NFATC3_HepG2,0.374503752234459,324,47,0.999999993665254
RBPJ,HepG2,RBPJ_HepG2,0.370367718395651,5380,789,1
USF2,HepG2,USF2_HepG2,0.367669400856712,10169,1502,1
NR2C2,K562,NR2C2_K562,0.365942162777027,14194,8717,1
REST,HeLa-S3,REST_HeLa-S3,0.365691637597811,18838,424,1
RFX1,MCF-7,RFX1_MCF-7,0.362724274218991,41370,1048,1
NEUROD1,K562,NEUROD1_K562,0.362511313806333,1007,625,1
NKX3-1,HepG2,NKX3-1_HepG2,0.359912840434267,159,24,0.999990767662529
SNAI1,HepG2,SNAI1_HepG2,0.358830516881862,3554,538,1
MTF1,HepG2,MTF1_HepG2,0.354545161111225,620,95,1
CREB1,MCF-7,CREB1_MCF-7,0.350597293649078,37544,984,1
ZNF24,MCF-7,ZNF24_MCF-7,0.349137304675667,28455,749,1
MNX1,HepG2,MNX1_HepG2,0.345188528135622,915,144,1
ZBTB7B,HepG2,ZBTB7B_HepG2,0.340925181241386,6635,1057,1
SMAD5,K562,SMAD5_K562,0.339298299955553,285,189,1
ZNF274,HepG2,ZNF274_HepG2,0.333219437325535,2558,417,1
REST,HepG2,REST_HepG2,0.333116420019456,6753,1101,1
ATF7,MCF-7,ATF7_MCF-7,0.333057944562746,30952,854,1
GABPA,HepG2,GABPA_HepG2,0.331240832147329,17720,2904,1
HSF1,MCF-7,HSF1_MCF-7,0.323823594736047,1268,36,0.999999996642748
MLX,K562,MLX_K562,0.317662760506883,144,102,1
CREB3L1,K562,CREB3L1_K562,0.316826812564549,1066,757,1
RFX5,HeLa-S3,RFX5_HeLa-S3,0.311345776659458,6808,180,1
ZNF263,HepG2,ZNF263_HepG2,0.30768211458998,31072,5478,1
KLF6,K562,KLF6_K562,0.307364752536833,612,448,1
MYC,K562,MYC_K562,0.30707618078625,6170,4518,1
BHLHE40,HepG2,BHLHE40_HepG2,0.302459420360973,7998,1436,1
MXI1,HeLa-S3,MXI1_HeLa-S3,0.295088823737856,4194,117,1
ISX,HepG2,ISX_HepG2,0.294915169233103,114,21,0.999998296594554
HES1,K562,HES1_K562,0.293022410499334,560,430,1
CLOCK,MCF-7,CLOCK_MCF-7,0.291956176856259,4065,128,1
ELF1,HepG2,ELF1_HepG2,0.291148938419809,21010,3916,1
ELF4,K562,ELF4_K562,0.280484377748725,3936,3156,1
ATF3,HepG2,ATF3_HepG2,0.279788646687207,2663,517,1
NFYB,K562,NFYB_K562,0.278596745261684,3047,2460,1
ZNF263,K562,ZNF263_K562,0.275128775040173,2653,2169,1
ZNF143,K562,ZNF143_K562,0.270583443033663,2401,1996,1
MAX,HeLa-S3,MAX_HeLa-S3,0.264013024525887,14852,463,1
MYBL2,HepG2,MYBL2_HepG2,0.263332841709005,1304,269,1
CREM,K562,CREM_K562,0.262543743650079,5196,4450,1
E2F8,K562,E2F8_K562,0.261641958931785,614,528,1
TEAD2,HepG2,TEAD2_HepG2,0.259937347092711,378,79,1
REST,K562,REST_K562,0.257236513375956,9716,8487,1
KLF16,K562,KLF16_K562,0.254859433533876,3208,2831,1
CTCF,MCF-7,CTCF_MCF-7,0.249515317672744,264791,9696,1
SOX18,HepG2,SOX18_HepG2,0.237260438868236,214,49,0.999999999999998
ZBED1,K562,ZBED1_K562,0.237125540347138,137,130,1
NFYA,K562,NFYA_K562,0.236717937423643,1570,1492,1
VEZF1,K562,VEZF1_K562,0.233247527690634,8223,7922,1
ZNF740,K562,ZNF740_K562,0.229186150630841,14426,14129,1
MYC,HepG2,MYC_HepG2,0.227868580365749,9801,2335,1
REST,MCF-7,REST_MCF-7,0.227585270263667,14883,601,1
JUN,MCF-7,JUN_MCF-7,0.225712375265128,3953,161,1
CTCF,HepG2,CTCF_HepG2,0.222212994443475,86892,21104,1
MYC,HeLa-S3,MYC_HeLa-S3,0.221244536644897,7768,289,1
CTCF,HeLa-S3,CTCF_HeLa-S3,0.218428281499468,245599,9204,1
TFE3,HepG2,TFE3_HepG2,0.214002628272423,2427,616,1
NR2C2,HeLa-S3,NR2C2_HeLa-S3,0.213665932610568,2907,112,1
E2F1,HeLa-S3,E2F1_HeLa-S3,0.209120081264557,1956,77,1
THAP11,HepG2,THAP11_HepG2,0.2030479909928,13287,3551,1
RFX1,HepG2,RFX1_HepG2,0.203033094427234,4176,1117,1
ZBTB7B,MCF-7,ZBTB7B_MCF-7,0.199728490369609,2216,102,1
ZNF148,K562,ZNF148_K562,0.198833569256178,21028,23696,1
CTCF,K562,CTCF_K562,0.198621971591243,34645,38975,1
EGR1,K562,EGR1_K562,0.194960953944165,31099,35663,1
MLX,HepG2,MLX_HepG2,0.192120665718583,2193,620,1
ATF6,HepG2,ATF6_HepG2,0.191598438817197,328,93,1
ZNF740,HepG2,ZNF740_HepG2,0.190586639977439,22689,6454,1
XBP1,HepG2,XBP1_HepG2,0.188049546307583,270,78,1
NFKB2,HepG2,NFKB2_HepG2,0.187558722961061,3609,1045,1
E2F7,K562,E2F7_K562,0.184280575173252,181,221,1
MNT,MCF-7,MNT_MCF-7,0.183901417536482,16051,802,1
KLF13,K562,KLF13_K562,0.179567457233396,1393,1745,1
RFX3,HepG2,RFX3_HepG2,0.179312289310391,4253,1288,1
ZNF143,HepG2,ZNF143_HepG2,0.176965521843066,4406,1352,1
YY1,K562,YY1_K562,0.174707271448019,1534,1975,1
ERF,K562,ERF_K562,0.173684539059565,264,342,1
TCF3,HepG2,TCF3_HepG2,0.172808841608351,1018,320,1
ETV5,K562,ETV5_K562,0.165494548574332,2137,2904,1
ATF6,K562,ATF6_K562,0.165004723000182,143,195,1
MSX2,MCF-7,MSX2_MCF-7,0.163845529742126,499,28,0.999999999999963
ZBTB7A,HepG2,ZBTB7A_HepG2,0.160624139134244,2079,703,1
NFYC,HepG2,NFYC_HepG2,0.159508674747885,5785,1969,1
ZBTB7A,K562,ZBTB7A_K562,0.150214155858827,2437,3648,1
CREM,HepG2,CREM_HepG2,0.145632945619698,5612,2092,1
MAZ,K562,MAZ_K562,0.142084947896396,18639,29352,1
SPDEF,MCF-7,SPDEF_MCF-7,0.139073043789033,5780,382,1
ELF1,MCF-7,ELF1_MCF-7,0.137040211441341,36495,2444,1
GABPA,HeLa-S3,GABPA_HeLa-S3,0.131662271238997,7439,465,1
KLF16,HepG2,KLF16_HepG2,0.131441343460608,16941,6985,1
ZBTB33,K562,ZBTB33_K562,0.129863482273534,1168,2023,1
EGR1,HepG2,EGR1_HepG2,0.129130518217009,49791,20796,1
HES1,MCF-7,HES1_MCF-7,0.129119186269037,632,45,1
KLF4,MCF-7,KLF4_MCF-7,0.128982244586934,39265,2793,1
ETV5,HepG2,ETV5_HepG2,0.128181269927473,5398,2286,1
OVOL1,MCF-7,OVOL1_MCF-7,0.128069552805155,3720,267,1
RFX5,MCF-7,RFX5_MCF-7,0.127772956759533,5366,386,1
HINFP,K562,HINFP_K562,0.12748966147988,425,750,1
PRDM4,HepG2,PRDM4_HepG2,0.127276822875042,164,70,1
E2F6,K562,E2F6_K562,0.126448441394874,6748,11980,1
ETS2,K562,ETS2_K562,0.124621897696723,36,65,1
RFX5,K562,RFX5_K562,0.122879692608717,148,271,1
KLF9,HepG2,KLF9_HepG2,0.121016827644044,7201,3229,1
NFYB,HeLa-S3,NFYB_HeLa-S3,0.120829202507863,9368,638,1
NFYA,HeLa-S3,NFYA_HeLa-S3,0.120639388262491,5350,365,1
KLF13,HepG2,KLF13_HepG2,0.120065678344741,977,442,1
TFDP1,K562,TFDP1_K562,0.116201388615793,2714,5250,1
NFYA,HepG2,NFYA_HepG2,0.114721722730205,3924,1857,1
ERF,HepG2,ERF_HepG2,0.114107299094771,2387,1136,1
E2F1,K562,E2F1_K562,0.113907583411822,638,1260,1
ELK3,K562,ELK3_K562,0.112506907435444,9,18,0.999999995001626
MYC,MCF-7,MYC_MCF-7,0.110272955506916,25228,2100,1
NR3C1,HepG2,NR3C1_HepG2,0.108652980772508,32,16,0.999999999884517
CREB3,HepG2,CREB3_HepG2,0.10842908984943,505,253,1
E2F8,MCF-7,E2F8_MCF-7,0.108235711512087,259,22,0.999999999999996
SREBF2,HeLa-S3,SREBF2_HeLa-S3,0.107937542219575,236,18,0.999999999999305
MAX,MCF-7,MAX_MCF-7,0.106547879202055,12213,1053,1
RFX5,HepG2,RFX5_HepG2,0.103109710662162,1515,798,1
MAZ,HepG2,MAZ_HepG2,0.102005976043649,29177,15453,1
KLF6,HepG2,KLF6_HepG2,0.0967947520613407,5567,3121,1
ZBTB33,MCF-7,ZBTB33_MCF-7,0.0947261144969966,577,56,1
ELF2,K562,ELF2_K562,0.0945087447352669,837,1992,1
NFYB,HepG2,NFYB_HepG2,0.0940999079189239,4624,2667,1
NRF1,K562,NRF1_K562,0.0933620518977584,7459,17912,1
E2F1,MCF-7,E2F1_MCF-7,0.0921608020280647,5937,592,1
KLF11,HepG2,KLF11_HepG2,0.0907193362514503,3481,2083,1
GABPA,MCF-7,GABPA_MCF-7,0.0886603687814546,14511,1503,1
HINFP,HepG2,HINFP_HepG2,0.0872881688580717,2561,1593,1
CTCFL,K562,CTCFL_K562,0.0868556488265581,2019,5225,1
ETS1,K562,ETS1_K562,0.0824898276276742,553,1508,1
MAZ,HeLa-S3,MAZ_HeLa-S3,0.0776514842006747,17719,1876,1
THAP1,K562,THAP1_K562,0.0767755628613208,144,422,1
LBX2,HepG2,LBX2_HepG2,0.0754533870587993,25,18,0.999999999999919
ZBTB33,HepG2,ZBTB33_HepG2,0.0722807655666323,2571,1931,1
ZNF143,HeLa-S3,ZNF143_HeLa-S3,0.0722690127758103,3082,351,1
ETS1,HepG2,ETS1_HepG2,0.0710566558544613,976,746,1
EGR1,MCF-7,EGR1_MCF-7,0.0682789603464245,19901,2674,1
ETV6,HepG2,ETV6_HepG2,0.0652885094539723,910,757,1
TCFL5,K562,TCFL5_K562,0.0642890447923914,18,63,1
