TF_name,cell_line,TF_cell_line,odds_ratio,overlap_bp_NFR,overlap_bp_NDR,p_value
CEBPB,HeLa-S3,CEBPB_HeLa-S3,2.5740775511682,46889,151,5.91787896163599e-43
GATA4,HepG2,GATA4_HepG2,2.53499973797597,2413,52,7.12138598996919e-15
MEF2A,K562,MEF2A_K562,2.50972687979362,2285,207,3.50337816126088e-47
SOX13,HepG2,SOX13_HepG2,2.43046803213628,9698,218,2.56224037115838e-51
FOXP1,HepG2,FOXP1_HepG2,2.37921724833132,13717,315,2.32379740577663e-69
MAFF,K562,MAFF_K562,2.37179237230714,5518,529,1.9790029519311e-101
ONECUT2,HepG2,ONECUT2_HepG2,2.32818363977355,5114,120,4.63569620431384e-26
NFE2,K562,NFE2_K562,2.29043708325777,10666,1059,1.60031003415007e-182
JUND,HeLa-S3,JUND_HeLa-S3,2.27105950655245,181007,661,9.78222277813397e-131
FOXA2,HepG2,FOXA2_HepG2,2.25603561289833,31375,760,3.19125924117053e-142
BACH1,K562,BACH1_K562,2.21454433446986,8424,865,7.49201920124648e-136
DBP,HepG2,DBP_HepG2,2.21241169567243,162,4,0.0651004377480598
THRB,HepG2,THRB_HepG2,2.15169199930108,6538,166,1.39015172885708e-28
GATA3,MCF-7,GATA3_MCF-7,2.13656317021886,18729,81,5.51430935386368e-15
JUNB,K562,JUNB_K562,2.07922681713829,14125,1545,2.70348383154263e-199
SRF,K562,SRF_K562,2.05667283152298,3157,349,4.53896184078138e-45
RXRB,HepG2,RXRB_HepG2,2.02843934763848,14702,396,5.28850606443593e-55
FOXA3,HepG2,FOXA3_HepG2,2.00609235719147,17844,486,9.00171026119183e-65
JUND,K562,JUND_K562,1.98278234837896,24719,2836,3.225412884237e-312
RARA,HepG2,RARA_HepG2,1.93776292498364,20995,592,3.88591482302155e-70
MEF2A,HepG2,MEF2A_HepG2,1.93423388118647,3222,91,3.58635560877187e-12
CEBPG,HepG2,CEBPG_HepG2,1.92301021326173,11369,323,3.5385668904507e-38
FOS,K562,FOS_K562,1.91734523117517,3525,418,7.68093403773206e-43
MAFK,K562,MAFK_K562,1.9072684555086,11549,1377,4.39616826052119e-134
FOSL1,K562,FOSL1_K562,1.90144962556559,31967,3825,0
PBX2,K562,PBX2_K562,1.88827056186388,5614,676,1.25241642742746e-64
NFIC,HepG2,NFIC_HepG2,1.86617650794634,2972,87,1.60858189630864e-10
NR4A1,K562,NR4A1_K562,1.8587038671468,2191,268,2.25789188056917e-25
NR5A1,HepG2,NR5A1_HepG2,1.8025873915977,19630,595,7.33178018710806e-55
NFIL3,HepG2,NFIL3_HepG2,1.79682120844122,11807,359,1.81652576851946e-33
FOS,MCF-7,FOS_MCF-7,1.77693913329907,180090,937,9.69866237187269e-84
FOSL2,MCF-7,FOSL2_MCF-7,1.7628395985127,94221,494,8.64447278273323e-44
NFATC3,K562,NFATC3_K562,1.75763405003887,1523,197,8.55259923891801e-16
NR2F2,K562,NR2F2_K562,1.75268927080915,3469,450,1.77932977755866e-33
ONECUT1,HepG2,ONECUT1_HepG2,1.71657380017626,24065,766,3.42282028230458e-58
CEBPB,HepG2,CEBPB_HepG2,1.67874706829294,14073,458,1.36819214714383e-32
FOXO4,K562,FOXO4_K562,1.66717860513258,44,6,0.156800606085494
PBX2,HepG2,PBX2_HepG2,1.65931605238405,729,24,0.00577044195037879
TEF,HepG2,TEF_HepG2,1.6206473808748,2670,90,7.78003224710822e-07
NR2F1,HepG2,NR2F1_HepG2,1.60991336031707,19919,676,1.36131833329162e-39
PRDM1,HeLa-S3,PRDM1_HeLa-S3,1.58763167391039,8620,45,0.000562396239039224
HNF1B,HepG2,HNF1B_HepG2,1.55718781061922,6955,244,1.97005305750666e-13
HMBOX1,K562,HMBOX1_K562,1.52910225840637,2011,299,3.46602284255355e-13
RBPJ,K562,RBPJ_K562,1.47773084258578,234,36,0.0144968489997667
NFIX,K562,NFIX_K562,1.47508838040931,279,43,0.00836997048093944
FOSL2,HepG2,FOSL2_HepG2,1.45775541593052,48098,1803,1.43456761925567e-62
JUND,HepG2,JUND_HepG2,1.44788577786491,45998,1736,4.22564785747321e-58
ATF4,K562,ATF4_K562,1.4403529896594,9236,1458,6.99984329516462e-42
BCL6,K562,BCL6_K562,1.43478899489713,284,45,0.0120152696805877
TCF7L2,MCF-7,TCF7L2_MCF-7,1.42323927246509,20640,134,9.81301864462227e-06
ZNF274,K562,ZNF274_K562,1.417104505766,187,30,0.041469109320687
ESRRA,HepG2,ESRRA_HepG2,1.40985056093276,10684,414,2.87261226053653e-13
HLF,HepG2,HLF_HepG2,1.40753674786072,31583,1226,1.89685030720086e-35
MAFF,HeLa-S3,MAFF_HeLa-S3,1.3744203871095,24874,150,2.59983074653472e-05
FOXK2,K562,FOXK2_K562,1.36208588654891,4643,775,8.96597001532831e-17
TEAD1,HepG2,TEAD1_HepG2,1.35947060854648,15030,604,5.0687932665238e-15
CEBPG,MCF-7,CEBPG_MCF-7,1.35106641260323,18570,127,0.00023331461455875
IKZF1,K562,IKZF1_K562,1.34931048564361,17475,2945,6.7501380814305e-55
TCF7L2,K562,TCF7L2_K562,1.34810612547904,338,57,0.0189050350969478
TCF7,K562,TCF7_K562,1.31828326794482,835,144,0.000936674831632611
IRF1,K562,IRF1_K562,1.31756566885001,15726,2714,6.35870009850813e-43
CUX1,K562,CUX1_K562,1.30475955433177,792,138,0.00174968007616607
CEBPG,K562,CEBPG_K562,1.29090224267189,4707,829,1.71048635427678e-12
ZNF652,HepG2,ZNF652_HepG2,1.27910019088423,6556,280,1.64418437702364e-05
MAFG,HepG2,MAFG_HepG2,1.27419954695848,2799,120,0.0041352334706045
CEBPB,K562,CEBPB_K562,1.25598158267472,7883,1427,2.46099356927277e-16
MAFF,HepG2,MAFF_HepG2,1.2518099008695,13863,605,1.26076810601377e-08
FOS,HeLa-S3,FOS_HeLa-S3,1.24893982715503,48219,320,2.27632281802099e-05
JUN,HeLa-S3,JUN_HeLa-S3,1.21154990884542,22073,151,0.00879067828530898
FOXK2,HepG2,FOXK2_HepG2,1.20181503343757,3058,139,0.0167546804124626
BCL6,HepG2,BCL6_HepG2,1.16988356278406,12078,564,0.000106510912140167
NFIA,HepG2,NFIA_HepG2,1.15624916314671,4339,205,0.0211017351734126
GFI1,HepG2,GFI1_HepG2,1.14011213553767,7242,347,0.00821398216295633
PPARG,HepG2,PPARG_HepG2,1.12984722910192,8335,403,0.00806642516150363
CEBPB,MCF-7,CEBPB_MCF-7,1.11880102960788,27002,223,0.0487604945007884
MEIS2,K562,MEIS2_K562,1.11555557677787,3582,730,0.00345855652957885
IRF2,K562,IRF2_K562,1.11415215530443,2813,574,0.00912074841821935
ZNF24,K562,ZNF24_K562,1.1063951746158,16954,3484,2.09757137814931e-08
PITX1,HepG2,PITX1_HepG2,1.09159334524192,4536,227,0.103430741998629
NR2F1,K562,NR2F1_K562,1.08509735920592,12600,2640,6.26695170066269e-05
FOXK1,HepG2,FOXK1_HepG2,1.08255195495834,6599,333,0.0817685844226199
CUX1,MCF-7,CUX1_MCF-7,1.08231614990449,4217,36,0.355814585094284
TEAD4,MCF-7,TEAD4_MCF-7,1.07117347275891,10318,89,0.279758327119448
SRF,MCF-7,SRF_MCF-7,1.0633774707802,10358,90,0.302582157024223
TEAD4,K562,TEAD4_K562,1.05667293887026,3960,852,0.0741625549566261
MEF2D,HepG2,MEF2D_HepG2,1.05487081855335,4731,245,0.217785216224578
MAFK,MCF-7,MAFK_MCF-7,1.0496821098397,17609,155,0.290200733649221
NFE2L2,HeLa-S3,NFE2L2_HeLa-S3,1.04805799212808,11381,90,0.352928062241328
JUND,MCF-7,JUND_MCF-7,1.03007040225265,47046,422,0.282139021541209
TEAD4,HepG2,TEAD4_HepG2,1.01412777970283,12828,691,0.36894943696941
TBX18,K562,TBX18_K562,1.01387386248919,553,124,0.468566645414109
ISL2,HepG2,ISL2_HepG2,1.00386623430722,1415,77,0.517107090045912
ESRRA,K562,ESRRA_K562,0.994332250234868,6460,1477,0.584874166235765
SMAD3,K562,SMAD3_K562,0.989607689591138,222,51,0.564007631041275
MITF,K562,MITF_K562,0.975506768291263,19404,4522,0.934114092434559
ATF2,K562,ATF2_K562,0.973537802000359,11361,2653,0.894899036503394
NFIB,HepG2,NFIB_HepG2,0.960128879176569,3814,217,0.734051535260571
NFE2L2,HepG2,NFE2L2_HepG2,0.957993672155783,4507,257,0.760162618713162
NFE2,HepG2,NFE2_HepG2,0.939331323370013,2201,128,0.770856537636139
RELA,K562,RELA_K562,0.938615858361287,706,171,0.78532883517418
SPI1,K562,SPI1_K562,0.923553249767427,17498,4307,0.99999830832615
USF1,K562,USF1_K562,0.921195863198773,8931,2204,0.999705087189991
ZNF24,HepG2,ZNF24_HepG2,0.919574190083051,9831,584,0.97570871187438
SIX1,HepG2,SIX1_HepG2,0.912945482245859,2440,146,0.866699234180846
ZKSCAN1,HeLa-S3,ZKSCAN1_HeLa-S3,0.909214516444301,2962,27,0.730828399360432
MAFK,HepG2,MAFK_HepG2,0.898038242680195,21175,1288,0.999894998854675
ZEB1,HepG2,ZEB1_HepG2,0.891297211931492,6037,370,0.984145609880743
TEAD1,K562,TEAD1_K562,0.88494657900785,1740,447,0.989541782497785
ZBTB12,K562,ZBTB12_K562,0.873705281386919,392,102,0.897348940947648
TCF7L2,HeLa-S3,TCF7L2_HeLa-S3,0.867759426196225,21569,206,0.978712580748803
ZNF384,K562,ZNF384_K562,0.864850202139508,71163,18696,1
ATF4,HepG2,ATF4_HepG2,0.846224348064159,852,55,0.896930498468143
ESRRB,K562,ESRRB_K562,0.841166337475298,37,10,0.7565047297142
FOSL1,HepG2,FOSL1_HepG2,0.837601544483525,11715,764,0.999998338571354
USF2,K562,USF2_K562,0.833470313711827,11007,3002,1
NFIC,K562,NFIC_K562,0.831652313443155,3490,954,0.99999967963664
ATF3,K562,ATF3_K562,0.822204366179856,7874,2177,0.999999999999999
ZNF460,HepG2,ZNF460_HepG2,0.818161453285926,42424,2832,1
PKNOX1,K562,PKNOX1_K562,0.816115027797481,12225,3405,1
NR2C1,K562,NR2C1_K562,0.809719129417579,4577,1285,0.999999999974978
SRF,HepG2,SRF_HepG2,0.806889719161928,4195,284,0.999702551960941
IRF1,HepG2,IRF1_HepG2,0.806487936572935,2436,165,0.995927061473851
TFAP4,HepG2,TFAP4_HepG2,0.803952582989344,28629,1945,1
ZBTB26,HepG2,ZBTB26_HepG2,0.799567151533725,6982,477,0.999997969763365
NR2F2,MCF-7,NR2F2_MCF-7,0.798485903083209,20396,236,0.999611384294485
MAFK,HeLa-S3,MAFK_HeLa-S3,0.79547162759267,31195,325,0.999967545801618
MIXL1,HepG2,MIXL1_HepG2,0.788566672890142,2353,163,0.99806808764908
ZKSCAN1,K562,ZKSCAN1_K562,0.772227375192137,1284,378,0.999993125498115
RREB1,HepG2,RREB1_HepG2,0.761421013491567,17941,1287,1
TBX2,HepG2,TBX2_HepG2,0.753714318186867,7244,525,0.999999999223805
ZNF384,HepG2,ZNF384_HepG2,0.753392909647852,139585,10111,1
ATF2,HepG2,ATF2_HepG2,0.75038410943916,19481,1418,1
HOXA5,HepG2,HOXA5_HepG2,0.748539460736575,507,37,0.959770445583061
NFE2L1,HepG2,NFE2L1_HepG2,0.744748220513389,818,60,0.98624278694003
SREBF2,K562,SREBF2_K562,0.74402805396848,108,33,0.941795434467925
DLX6,HepG2,DLX6_HepG2,0.733095036028828,671,50,0.983283803378018
MGA,K562,MGA_K562,0.721894968001759,2334,735,0.99999999999997
ZNF317,HepG2,ZNF317_HepG2,0.705727519248909,6111,473,0.999999999998575
NR3C1,K562,NR3C1_K562,0.699512434382154,160,52,0.988344135097333
JUN,K562,JUN_K562,0.685879107863764,3856,1278,1
HEY1,K562,HEY1_K562,0.6820256950973,81,27,0.964366320400584
ETV1,K562,ETV1_K562,0.681201216803463,10349,3453,1
TBX3,HepG2,TBX3_HepG2,0.679829676901734,2041,164,0.999997452513123
TFE3,K562,TFE3_K562,0.679298460874692,2785,932,1
ZKSCAN1,HepG2,ZKSCAN1_HepG2,0.670186358443936,2466,201,0.999999905646637
RREB1,K562,RREB1_K562,0.662956541832202,4363,1496,1
MXI1,K562,MXI1_K562,0.661831712900647,623,214,0.999999808173548
ESR1,MCF-7,ESR1_MCF-7,0.642691181557053,36872,530,1
CLOCK,K562,CLOCK_K562,0.636556211635532,126,45,0.995506672666996
MEIS2,HepG2,MEIS2_HepG2,0.632331409873485,2674,231,0.999999999870403
HSF2,HepG2,HSF2_HepG2,0.628041009166719,4622,402,1
JUN,HepG2,JUN_HepG2,0.608354814267989,10804,970,1
NFIB,MCF-7,NFIB_MCF-7,0.600407707729206,139359,2143,1
ZKSCAN5,HepG2,ZKSCAN5_HepG2,0.591303265117778,6322,584,1
TEAD2,K562,TEAD2_K562,0.589855955967359,1370,528,1
MEIS1,HepG2,MEIS1_HepG2,0.586478246105573,773,72,0.999980597111114
GABPA,K562,GABPA_K562,0.584738271374673,13945,5419,1
USF1,HepG2,USF1_HepG2,0.583005543207984,25090,2350,1
TFCP2,K562,TFCP2_K562,0.569392725201682,273,109,0.999999305767862
ZNF282,K562,ZNF282_K562,0.553263446118594,881,362,1
RFX7,K562,RFX7_K562,0.545621048209435,24,10,0.961849521627135
SMAD3,HepG2,SMAD3_HepG2,0.542140094587101,1052,106,0.999999989742717
ATF7,HepG2,ATF7_HepG2,0.539040905152262,15467,1567,1
ETV6,K562,ETV6_K562,0.528769570042749,1270,546,1
RFX1,K562,RFX1_K562,0.521822076026949,6709,2922,1
ELF3,HepG2,ELF3_HepG2,0.509963607731976,25714,2753,1
CREB1,HepG2,CREB1_HepG2,0.508345580023981,13404,1440,1
IRF2,HepG2,IRF2_HepG2,0.505041141985423,5668,613,1
MNT,K562,MNT_K562,0.495920277773871,5957,2730,1
ETV4,HepG2,ETV4_HepG2,0.490777621278496,9678,1077,1
TP53,HepG2,TP53_HepG2,0.488457992290569,2629,294,1
TCF3,K562,TCF3_K562,0.487544950530068,3020,1408,1
USF2,HeLa-S3,USF2_HeLa-S3,0.481234267428591,36532,629,1
CREB3,K562,CREB3_K562,0.475085445667839,512,245,1
BHLHE40,K562,BHLHE40_K562,0.468156275772343,4342,2108,1
MXI1,HepG2,MXI1_HepG2,0.467488743066425,2131,249,1
ESRRA,MCF-7,ESRRA_MCF-7,0.46165072341383,15991,320,1
ELF1,K562,ELF1_K562,0.450873383577155,13682,6893,1
ATF7,K562,ATF7_K562,0.44970308730527,5305,2681,1
MAX,K562,MAX_K562,0.448589091204776,7077,3585,1
SREBF1,K562,SREBF1_K562,0.442631726854672,294,151,0.999999999999996
E2F3,K562,E2F3_K562,0.439525213645031,116,60,0.999999713629829
ZSCAN29,K562,ZSCAN29_K562,0.439125671945932,1018,527,1
MAX,HepG2,MAX_HepG2,0.427347084065047,15426,1971,1
IRF5,HepG2,IRF5_HepG2,0.412858502964507,718,95,0.999999999999883
TGIF2,HepG2,TGIF2_HepG2,0.400595752611544,3381,461,1
ZSCAN29,HepG2,ZSCAN29_HepG2,0.398919831681297,1928,264,1
MNT,HepG2,MNT_HepG2,0.398382224473725,7652,1049,1
NR2C2,HepG2,NR2C2_HepG2,0.392696213061873,26233,3646,1
SREBF1,MCF-7,SREBF1_MCF-7,0.390890759769472,9520,225,1
NRL,HepG2,NRL_HepG2,0.390697751650483,1080,151,1
CREB1,K562,CREB1_K562,0.384509380641041,2370,1401,1
MYBL2,K562,MYBL2_K562,0.38363427803334,189,112,0.999999999999992
PKNOX1,MCF-7,PKNOX1_MCF-7,0.38145335761874,40852,989,1
ZKSCAN1,MCF-7,ZKSCAN1_MCF-7,0.380661355315208,1854,45,0.999999992729856
RELA,HepG2,RELA_HepG2,0.378255051153543,1378,199,1
RBPJ,HepG2,RBPJ_HepG2,0.370547658102039,5353,789,1
USF2,HepG2,USF2_HepG2,0.366394727798194,10078,1502,1
NEUROD1,K562,NEUROD1_K562,0.366261589348765,1007,625,1
NFATC3,HepG2,NFATC3_HepG2,0.36611506758661,315,47,0.999999996646022
NR2C2,K562,NR2C2_K562,0.36550762488308,14032,8717,1
REST,HeLa-S3,REST_HeLa-S3,0.365138293952798,18684,424,1
RFX1,MCF-7,RFX1_MCF-7,0.360489058162324,40912,1048,1
MTF1,HepG2,MTF1_HepG2,0.356506579276726,620,95,1
SNAI1,HepG2,SNAI1_HepG2,0.353505496448374,3482,538,1
CREB1,MCF-7,CREB1_MCF-7,0.350555080572616,37354,984,1
ZNF24,MCF-7,ZNF24_MCF-7,0.349958652804772,28381,749,1
MNX1,HepG2,MNX1_HepG2,0.347098195750618,915,144,1
NKX3-1,HepG2,NKX3-1_HepG2,0.345971003198245,152,24,0.999994967957296
ZBTB7B,HepG2,ZBTB7B_HepG2,0.339400977822929,6569,1057,1
ATF7,MCF-7,ATF7_MCF-7,0.333370893547589,30828,854,1
ZNF274,HepG2,ZNF274_HepG2,0.331133149165874,2528,417,1
GABPA,HepG2,GABPA_HepG2,0.331118421948788,17616,2904,1
REST,HepG2,REST_HepG2,0.331090048631919,6675,1101,1
HSF1,MCF-7,HSF1_MCF-7,0.325431553688754,1268,36,0.999999996190359
SMAD5,K562,SMAD5_K562,0.321156958168945,267,189,1
CREB3L1,K562,CREB3L1_K562,0.320104479655518,1066,757,1
KLF6,K562,KLF6_K562,0.309022134774836,609,448,1
RFX5,HeLa-S3,RFX5_HeLa-S3,0.307405711100642,6677,180,1
ZNF263,HepG2,ZNF263_HepG2,0.306774906054476,30810,5478,1
MYC,K562,MYC_K562,0.305274123419515,6071,4518,1
BHLHE40,HepG2,BHLHE40_HepG2,0.300862146872127,7912,1436,1
ISX,HepG2,ISX_HepG2,0.296546683749727,114,21,0.999998145805589
HES1,K562,HES1_K562,0.296053736182426,560,430,1
CLOCK,MCF-7,CLOCK_MCF-7,0.293405928954696,4065,128,1
MXI1,HeLa-S3,MXI1_HeLa-S3,0.29296257692533,4136,117,1
ELF1,HepG2,ELF1_HepG2,0.290975944453978,20882,3916,1
ELF4,K562,ELF4_K562,0.281802210376802,3914,3156,1
MLX,K562,MLX_K562,0.280830050268907,126,102,1
NFYB,K562,NFYB_K562,0.280370480474454,3035,2460,1
ATF3,HepG2,ATF3_HepG2,0.279012208666983,2641,517,1
ZNF263,K562,ZNF263_K562,0.276822583367783,2642,2169,1
ZNF143,K562,ZNF143_K562,0.273382898417035,2401,1996,1
MYBL2,HepG2,MYBL2_HepG2,0.264789675965102,1304,269,1
CREM,K562,CREM_K562,0.262196554049403,5136,4450,1
E2F8,K562,E2F8_K562,0.259612627364449,603,528,1
MAX,HeLa-S3,MAX_HeLa-S3,0.259558264220546,14504,463,1
REST,K562,REST_K562,0.256152108821608,9576,8487,1
KLF16,K562,KLF16_K562,0.253482326619149,3158,2831,1
TEAD2,HepG2,TEAD2_HepG2,0.253077670350604,366,79,1
CTCF,MCF-7,CTCF_MCF-7,0.249289768100891,263245,9696,1
ZBED1,K562,ZBED1_K562,0.23957855857329,137,130,1
NFYA,K562,NFYA_K562,0.239166917133143,1570,1492,1
SOX18,HepG2,SOX18_HepG2,0.238573001720567,214,49,0.999999999999998
VEZF1,K562,VEZF1_K562,0.232134935675765,8100,7922,1
ZNF740,K562,ZNF740_K562,0.22940629736614,14292,14129,1
REST,MCF-7,REST_MCF-7,0.228715475714105,14883,601,1
MYC,HepG2,MYC_HepG2,0.225528452941002,9647,2335,1
JUN,MCF-7,JUN_MCF-7,0.223390124389707,3893,161,1
CTCF,HepG2,CTCF_HepG2,0.221991566212257,86328,21104,1
CTCF,HeLa-S3,CTCF_HeLa-S3,0.218214545245465,243722,9204,1
MYC,HeLa-S3,MYC_HeLa-S3,0.217970763603824,7602,289,1
TFE3,HepG2,TFE3_HepG2,0.214122562959564,2415,616,1
NR2C2,HeLa-S3,NR2C2_HeLa-S3,0.213991202652661,2892,112,1
E2F1,HeLa-S3,E2F1_HeLa-S3,0.20934079418651,1945,77,1
RFX1,HepG2,RFX1_HepG2,0.202836306946622,4149,1117,1
THAP11,HepG2,THAP11_HepG2,0.20258842440054,13184,3551,1
ZBTB7B,MCF-7,ZBTB7B_MCF-7,0.199633305824385,2204,102,1
CTCF,K562,CTCF_K562,0.199130988522961,34378,38975,1
ZNF148,K562,ZNF148_K562,0.196942887801525,20615,23696,1
EGR1,K562,EGR1_K562,0.194665441427009,30734,35663,1
ATF6,HepG2,ATF6_HepG2,0.19265839479111,328,93,1
MLX,HepG2,MLX_HepG2,0.190981174852392,2168,620,1
ZNF740,HepG2,ZNF740_HepG2,0.189841536131988,22476,6454,1
XBP1,HepG2,XBP1_HepG2,0.189089867871368,270,78,1
NFKB2,HepG2,NFKB2_HepG2,0.188596404886594,3609,1045,1
E2F7,K562,E2F7_K562,0.186186926627972,181,221,1
MNT,MCF-7,MNT_MCF-7,0.182534593275995,15853,802,1
RFX3,HepG2,RFX3_HepG2,0.179710781435514,4239,1288,1
KLF13,K562,KLF13_K562,0.179210921599538,1376,1745,1
YY1,K562,YY1_K562,0.176514712768193,1534,1975,1
ZNF143,HepG2,ZNF143_HepG2,0.176127030245628,4361,1352,1
ERF,K562,ERF_K562,0.169498889979427,255,342,1
TCF3,HepG2,TCF3_HepG2,0.168643982111634,988,320,1
ETV5,K562,ETV5_K562,0.165641690090507,2117,2904,1
MSX2,MCF-7,MSX2_MCF-7,0.162349250121615,492,28,0.99999999999997
ZBTB7A,HepG2,ZBTB7A_HepG2,0.160580479113816,2067,703,1
NFYC,HepG2,NFYC_HepG2,0.158339277118931,5711,1969,1
ATF6,K562,ATF6_K562,0.151555959786322,130,195,1
ZBTB7A,K562,ZBTB7A_K562,0.150584871705548,2418,3648,1
CREM,HepG2,CREM_HepG2,0.145655794408755,5582,2092,1
MAZ,K562,MAZ_K562,0.141582637143936,18383,29352,1
SPDEF,MCF-7,SPDEF_MCF-7,0.138167652023297,5714,382,1
ELF1,MCF-7,ELF1_MCF-7,0.136550700351577,36185,2444,1
KLF16,HepG2,KLF16_HepG2,0.131466351445826,16851,6985,1
ZBTB33,K562,ZBTB33_K562,0.131206965363444,1168,2023,1
GABPA,HeLa-S3,GABPA_HeLa-S3,0.130925180427985,7348,465,1
HES1,MCF-7,HES1_MCF-7,0.129760329503569,632,45,1
EGR1,HepG2,EGR1_HepG2,0.128503802776616,49277,20796,1
KLF4,MCF-7,KLF4_MCF-7,0.128315213374057,38869,2793,1
PRDM4,HepG2,PRDM4_HepG2,0.127980937931141,164,70,1
OVOL1,MCF-7,OVOL1_MCF-7,0.127875117263616,3696,267,1
ETV5,HepG2,ETV5_HepG2,0.126980051777392,5318,2286,1
RFX5,MCF-7,RFX5_MCF-7,0.126157941699983,5272,386,1
ETS2,K562,ETS2_K562,0.125911080715284,36,65,1
HINFP,K562,HINFP_K562,0.125777683923444,415,750,1
E2F6,K562,E2F6_K562,0.125408537546211,6624,11980,1
RFX5,K562,RFX5_K562,0.124150860165706,148,271,1
KLF13,HepG2,KLF13_HepG2,0.120729912029882,977,442,1
KLF9,HepG2,KLF9_HepG2,0.120604738930954,7137,3229,1
NFYB,HeLa-S3,NFYB_HeLa-S3,0.1205500694581,9284,638,1
NFYA,HeLa-S3,NFYA_HeLa-S3,0.119747116288642,5275,365,1
TFDP1,K562,TFDP1_K562,0.116365280654541,2690,5250,1
NFYA,HepG2,NFYA_HepG2,0.114621428966213,3899,1857,1
ERF,HepG2,ERF_HepG2,0.11387331813147,2369,1136,1
ELK3,K562,ELK3_K562,0.113670762251683,9,18,0.9999999942201
E2F1,K562,E2F1_K562,0.113101661555841,627,1260,1
MYC,MCF-7,MYC_MCF-7,0.109950684744915,25030,2100,1
NR3C1,HepG2,NR3C1_HepG2,0.10925406412258,32,16,0.999999999874816
CREB3,HepG2,CREB3_HepG2,0.109028940801074,505,253,1
E2F8,MCF-7,E2F8_MCF-7,0.10877315595712,259,22,0.999999999999996
MAX,MCF-7,MAX_MCF-7,0.10628784564268,12123,1053,1
RFX5,HepG2,RFX5_HepG2,0.103680146350919,1515,798,1
MAZ,HepG2,MAZ_HepG2,0.101708813793766,28932,15453,1
SREBF2,HeLa-S3,SREBF2_HeLa-S3,0.100374717505555,218,18,0.99999999999979
KLF6,HepG2,KLF6_HepG2,0.0966308768410838,5527,3121,1
ELF2,K562,ELF2_K562,0.0942315020622371,826,1992,1
NFYB,HepG2,NFYB_HepG2,0.0935358909146549,4571,2667,1
NRF1,K562,NRF1_K562,0.0926709511500247,7328,17912,1
E2F1,MCF-7,E2F1_MCF-7,0.0919944095502293,5897,592,1
KLF11,HepG2,KLF11_HepG2,0.0899108742349705,3431,2083,1
ZBTB33,MCF-7,ZBTB33_MCF-7,0.0882670691948809,535,56,1
GABPA,MCF-7,GABPA_MCF-7,0.0880751292064141,14344,1503,1
HINFP,HepG2,HINFP_HepG2,0.0877710857826936,2561,1593,1
CTCFL,K562,CTCFL_K562,0.0877542396563392,2019,5225,1
ETS1,K562,ETS1_K562,0.0806303153098037,535,1508,1
LBX2,HepG2,LBX2_HepG2,0.0758708055908163,25,18,0.999999999999911
MAZ,HeLa-S3,MAZ_HeLa-S3,0.0749609570889652,16991,1876,1
THAP1,K562,THAP1_K562,0.0732603290092982,136,422,1
ZNF143,HeLa-S3,ZNF143_HeLa-S3,0.0724003468773879,3067,351,1
ZBTB33,HepG2,ZBTB33_HepG2,0.0723414030665592,2559,1931,1
ETS1,HepG2,ETS1_HepG2,0.070790884828296,967,746,1
EGR1,MCF-7,EGR1_MCF-7,0.0677662711869897,19654,2674,1
ETV6,HepG2,ETV6_HepG2,0.0650004059250143,901,757,1
TCFL5,K562,TCFL5_K562,0.0649540986125116,18,63,1
