TF_name,cell_line,TF_cell_line,odds_ratio,overlap_bp_NFR,overlap_bp_NDR,p_value
TBX2,HepG2,TBX2_HepG2,0.0869812182475117,11959,2939,1
MNT,MCF-7,MNT_MCF-7,0.0849533225398313,43539,2598,1
MAX,HepG2,MAX_HepG2,0.0846858208501187,34688,8753,1
MYBL2,K562,MYBL2_K562,0.0844641154124928,353,265,1
JUND,H1,JUND_H1,0.0843483347063843,64083,637,1
TFCP2,K562,TFCP2_K562,0.0842954707885454,795,598,1
PPARG,HepG2,PPARG_HepG2,0.0838164670299713,12771,3257,1
GFI1,HepG2,GFI1_HepG2,0.0837395590898024,11337,2894,1
MNX1,HepG2,MNX1_HepG2,0.0835687054911325,1716,439,1
NR2F2,HepG2,NR2F2_HepG2,0.0830080100201281,10869,2799,1
GATA2,HepG2,GATA2_HepG2,0.0828953747670172,10575,2727,1
BHLHE40,K562,BHLHE40_K562,0.0821869869583583,14271,11006,1
HNF4G,HepG2,HNF4G_HepG2,0.0818297254838527,28944,7559,1
NRL,HepG2,NRL_HepG2,0.0812274180855615,2652,698,1
ZBTB26,HepG2,ZBTB26_HepG2,0.0811985119062316,11901,3133,1
E2F1,HeLa-S3,E2F1_HeLa-S3,0.0808985383400144,7052,974,1
FOXP1,HepG2,FOXP1_HepG2,0.0808174918736589,19598,5183,1
E2F3,K562,E2F3_K562,0.0807258197779289,578,454,1
SMAD3,K562,SMAD3_K562,0.0806630537875805,388,305,1
ZNF384,HepG2,ZNF384_HepG2,0.0804904844919977,296820,78492,1
THRB,HepG2,THRB_HepG2,0.080008894905301,10364,2769,1
SOX13,HepG2,SOX13_HepG2,0.0794697494593443,14232,3828,1
SREBF2,K562,SREBF2_K562,0.0794511446604501,208,166,1
FOXA3,HepG2,FOXA3_HepG2,0.0792539368313495,26612,7176,1
USF2,H1,USF2_H1,0.0791128676752773,69923,741,1
SMAD5,K562,SMAD5_K562,0.0783842075382545,874,707,1
MIXL1,HepG2,MIXL1_HepG2,0.0782858632105981,3314,905,1
ETV1,K562,ETV1_K562,0.0780426827664103,21816,17714,1
MAX,K562,MAX_K562,0.0776116038376656,22448,18328,1
RREB1,HepG2,RREB1_HepG2,0.0776070202513588,28653,7890,1
ZBTB12,K562,ZBTB12_K562,0.077244687093053,815,669,1
BHLHE40,HepG2,BHLHE40_HepG2,0.0770441262895425,18939,5254,1
RFX5,MCF-7,RFX5_MCF-7,0.0770290713090205,14053,925,1
ZNF263,HepG2,ZNF263_HepG2,0.0769179889599672,87873,24391,1
TCF7,HepG2,TCF7_HepG2,0.0767302839717711,14122,3934,1
TCF7L2,HepG2,TCF7L2_HepG2,0.0764893653674792,29927,8361,1
IRF5,HepG2,IRF5_HepG2,0.0764352488460143,1877,525,1
TCF7,K562,TCF7_K562,0.0762570914544542,1258,1046,1
TCFL5,K562,TCFL5_K562,0.0759022350352635,243,203,1
MEF2A,HepG2,MEF2A_HepG2,0.0757402702112676,4092,1155,1
TEAD4,HepG2,TEAD4_HepG2,0.0757168811087979,20537,5797,1
RXRB,HepG2,RXRB_HepG2,0.0752805140826508,21895,6216,1
NFIC,HepG2,NFIC_HepG2,0.0752735370565267,3771,1071,1
IRF1,HepG2,IRF1_HepG2,0.0747430796704054,5164,1477,1
CEBPD,HepG2,CEBPD_HepG2,0.0738952669480383,14935,4320,1
PITX1,HepG2,PITX1_HepG2,0.0735752747779686,6973,2026,1
GABPA,K562,GABPA_K562,0.0733333260505017,33268,28736,1
CTCF,HepG2,CTCF_HepG2,0.0732221365231958,259734,75513,1
ZNF143,HeLa-S3,ZNF143_HeLa-S3,0.0731651576539927,9757,1490,1
NFATC3,HepG2,NFATC3_HepG2,0.0717549668757921,537,160,1
