TF_name,cell_line,TF_cell_line,odds_ratio,p_value,overlap_bp_NFR,overlap_bp_NDR,qvalues
CEBPD,HepG2,CEBPD_HepG2,0.946066031818439,0.971824894186813,4618,1575,1
CEBPG,HepG2,CEBPG_HepG2,1.02676921214904,0.168990583047189,5661,1779,0.638408869289381
CEBPG,K562,CEBPG_K562,0.908423757464807,0.999679506945851,2484,2529,1
CLOCK,K562,CLOCK_K562,0.924900645226993,0.717714627302192,81,81,1
CREB1,H1,CREB1_H1,0.26662876686493,1,1917,556,1
CREB1,HepG2,CREB1_HepG2,0.579507824180912,1,6404,3565,1
CREB1,K562,CREB1_K562,0.538429577026154,1,1565,2688,1
CREB3,HepG2,CREB3_HepG2,0.190970051346702,1,277,468,1
CREB3,K562,CREB3_K562,0.671172311539399,0.999999998563247,373,514,1
CREB3L1,K562,CREB3L1_K562,0.348406176162981,1,651,1728,1
CREM,HepG2,CREM_HepG2,0.267318088729729,1,2826,3410,1
CREM,K562,CREM_K562,0.391619023175051,1,3305,7802,1
CTCF,H1,CTCF_H1,0.400313063700718,1,27752,5347,1
CTCF,HeLa-S3,CTCF_HeLa-S3,0.147176712441775,1,57711,29350,1
CTCF,HepG2,CTCF_HepG2,0.208220432211211,1,33518,51662,1
CTCF,K562,CTCF_K562,0.144054144077652,1,12643,80639,1
CTCFL,K562,CTCFL_K562,0.127950381142171,1,1154,8336,1
CUX1,K562,CUX1_K562,1.38583077641781,5.81100063288916e-06,451,301,3.24375259209037e-05
DBP,HepG2,DBP_HepG2,0.151248509835624,1,30,64,1
DLX6,HepG2,DLX6_HepG2,0.76982172032157,0.993636198469695,303,127,1
E2F1,HeLa-S3,E2F1_HeLa-S3,0.17696653962521,1,916,389,1
E2F1,HepG2,E2F1_HepG2,0.0859122752876694,1,233,875,1
E2F1,K562,E2F1_K562,0.193262754476912,1,451,2158,1
E2F2,HepG2,E2F2_HepG2,0.0924803673476539,1,90,314,1
E2F3,K562,E2F3_K562,0.16906546068874,1,34,186,1
E2F4,HeLa-S3,E2F4_HeLa-S3,0.0569219747568958,1,128,169,1
E2F4,HepG2,E2F4_HepG2,0.146283657832363,1,550,1213,1
E2F4,K562,E2F4_K562,0.0647081262987301,1,41,586,1
E2F6,H1,E2F6_H1,0.363842378308373,1,21538,4567,1
E2F6,HeLa-S3,E2F6_HeLa-S3,0.0812037921023139,1,2527,2338,1
E2F6,K562,E2F6_K562,0.156661559336818,1,3672,21641,1
E2F7,K562,E2F7_K562,0.107495297982407,1,53,456,1
E2F8,K562,E2F8_K562,0.287085961532166,1,298,960,1
EGR1,H1,EGR1_H1,0.291834643315318,1,10056,2661,1
EGR1,HepG2,EGR1_HepG2,0.222738181651646,1,26118,37690,1
EGR1,K562,EGR1_K562,0.272278097908622,1,19061,64458,1
ELF1,HepG2,ELF1_HepG2,0.466911637342308,1,10986,7588,1
ELF1,K562,ELF1_K562,0.552145328320446,1,7621,12759,1
ELF2,K562,ELF2_K562,0.129016194229286,1,425,3046,1
ELF3,HepG2,ELF3_HepG2,0.645233686310814,1,13088,6543,1
ELF4,HepG2,ELF4_HepG2,0.103186439967683,1,785,2454,1
ELF4,K562,ELF4_K562,0.339089422337225,1,2034,5546,1
ELK1,HeLa-S3,ELK1_HeLa-S3,0.0384708404595635,1,450,879,1
ELK1,HepG2,ELK1_HepG2,0.0586775149874877,1,253,1391,1
ELK1,K562,ELK1_K562,0.0528030086726642,1,117,2049,1
ELK3,K562,ELK3_K562,0.260127869061868,0.999979923569887,9,32,1
ELK4,HeLa-S3,ELK4_HeLa-S3,0.0676632592076214,1,1412,1568,1
ELK4,HepG2,ELK4_HepG2,0.016566317908423,1,21,409,1
ERF,HepG2,ERF_HepG2,0.203783228291653,1,1216,1925,1
ERF,K562,ERF_K562,0.263006916418985,1,182,640,1
ESRRA,HepG2,ESRRA_HepG2,1.84998748081991,8.48132680656895e-100,6948,1212,1.66948222402989e-98
ESRRA,K562,ESRRA_K562,1.13238601109144,7.84570873094135e-08,3963,3237,4.65761121487629e-07
ESRRB,K562,ESRRB_K562,2.49723676768527,0.00748465951010872,27,10,0.033324555437865
ETS1,HepG2,ETS1_HepG2,0.102612877506869,1,347,1091,1
ETS1,K562,ETS1_K562,0.125869499921942,1,326,2395,1
ETS2,K562,ETS2_K562,0.302692713470369,0.999999999995344,36,110,1
ETV1,K562,ETV1_K562,0.814445294561952,1,5949,6755,1
ETV4,HepG2,ETV4_HepG2,0.66396473240077,1,5324,2587,1
ETV5,HepG2,ETV5_HepG2,0.236846996965205,1,2916,3971,1
ETV5,K562,ETV5_K562,0.25241015734187,1,1288,4718,1
ETV6,HepG2,ETV6_HepG2,0.125586378921871,1,457,1174,1
ETV6,K562,ETV6_K562,0.612892379151659,1,721,1088,1
FOS,HeLa-S3,FOS_HeLa-S3,0.54529238943545,1,13584,1872,1
FOS,K562,FOS_K562,0.539875912493671,1,1432,2453,1
FOSL1,H1,FOSL1_H1,0.0309429965716022,1,24,60,1
FOSL1,HepG2,FOSL1_HepG2,0.351939475476248,1,3249,2978,1
FOSL1,K562,FOSL1_K562,0.962712633927597,0.999651200216561,16222,15584,1
FOSL2,HepG2,FOSL2_HepG2,0.711989527229027,1,19038,8625,1
FOXA1,HepG2,FOXA1_HepG2,1.16768614266769,2.4715634234991e-21,16580,4582,2.10082890997423e-20
FOXA1,K562,FOXA1_K562,0.913551471816601,0.807772169228518,161,163,1
FOXA2,HepG2,FOXA2_HepG2,1.10185193980202,1.73264244238682e-09,16158,4732,1.11725564388391e-08
FOXA3,HepG2,FOXA3_HepG2,0.973683901312658,0.898955201863529,9059,3002,1
FOXA3,K562,FOXA3_K562,1.14212500837105,0.000380285489297244,1446,1171,0.00184710094801519
FOXK1,HepG2,FOXK1_HepG2,0.764064598112819,1,3249,1372,1
FOXK2,HepG2,FOXK2_HepG2,0.708581416503875,0.999999999999723,1456,663,1
FOXK2,K562,FOXK2_K562,1.00986803595201,0.37277429303326,2496,2286,1
FOXO4,K562,FOXO4_K562,2.0039548706336,0.0296540954595129,26,12,0.120550344585411
FOXP1,HepG2,FOXP1_HepG2,1.1072212919969,2.41877206921262e-05,6976,2033,0.00012923153626936
GABPA,H1,GABPA_H1,0.105573106329685,1,852,624,1
GABPA,HeLa-S3,GABPA_HeLa-S3,0.186219288965523,1,2659,1073,1
GABPA,HepG2,GABPA_HepG2,0.534536859411258,1,9582,5782,1
GABPA,K562,GABPA_K562,0.693028634965661,1,8119,10832,1
GATA1,K562,GATA1_K562,5.87904710768518,1.83605292211179e-286,2110,332,9.80976846956871e-285
GATA2,HepG2,GATA2_HepG2,2.16095390055297,4.72932240795046e-88,4259,636,8.84383290286736e-87
GATA2,K562,GATA2_K562,4.91284412302023,0,6886,1297,0
GATA4,HepG2,GATA4_HepG2,1.59477133586777,1.00482075439663e-14,1458,295,7.99580770519871e-14
GFI1,HepG2,GFI1_HepG2,1.2040766746178,6.95036303450418e-09,4295,1151,4.33239295817427e-08
GMEB2,HepG2,GMEB2_HepG2,0.0288092397170642,1,5,56,1
HES1,K562,HES1_K562,0.419522483954334,1,396,873,1
HEY1,K562,HEY1_K562,1.13510664224158,0.300827145194766,54,44,1
HINFP,HepG2,HINFP_HepG2,0.146050894266064,1,1208,2668,1
HINFP,K562,HINFP_K562,0.168149291210012,1,198,1089,1
HLF,HepG2,HLF_HepG2,1.06847026737791,2.27923518834909e-05,16235,4903,0.000123541153687328
HMBOX1,K562,HMBOX1_K562,1.84218382387309,3.01799981083806e-36,1195,600,2.97034718224588e-35
HNF1A,HepG2,HNF1A_HepG2,3.26547840206674,0,12494,1235,0
HNF1B,HepG2,HNF1B_HepG2,2.18505712207569,1.13708598450155e-104,4970,734,2.36261199001989e-103
HNF4A,HepG2,HNF4A_HepG2,3.1011595917044,0,26919,2803,0
HNF4G,HepG2,HNF4G_HepG2,3.1225981073272,0,15042,1555,0
HOXA5,HepG2,HOXA5_HepG2,0.531254576622573,0.999999471626778,163,99,1
HSF2,HepG2,HSF2_HepG2,1.16136642328237,0.000101884570875257,2793,776,0.000521983965854056
IKZF1,K562,IKZF1_K562,1.38966257443613,2.83286207457643e-109,11183,7445,6.6218150993224e-108
IRF1,HepG2,IRF1_HepG2,0.581278080272442,1,1162,645,1
IRF1,K562,IRF1_K562,1.25617881934222,1.37654796511312e-44,8767,6456,1.66073851274938e-43
IRF2,HepG2,IRF2_HepG2,0.532626623650397,1,2577,1561,1
IRF2,K562,IRF2_K562,0.706600733372058,1,1023,1339,1
IRF3,HeLa-S3,IRF3_HeLa-S3,0.623800271093825,0.979233511410254,166,20,1
IRF5,HepG2,IRF5_HepG2,0.726860557415309,0.999837496043395,419,186,1
IRF9,K562,IRF9_K562,1.2723763157193,0.000224545715873932,509,370,0.00111973463649134
ISL2,HepG2,ISL2_HepG2,1.06968008183227,0.191271460043895,789,238,0.701328686827615
ISX,HepG2,ISX_HepG2,0.645330942889859,0.960258476059897,42,21,1
JUN,H1,JUN_H1,0.283976514683866,1,793,216,1
JUN,HeLa-S3,JUN_HeLa-S3,0.740317251366606,1,8708,884,1
JUN,HepG2,JUN_HepG2,0.687943590649344,1,4917,2306,1
JUN,K562,JUN_K562,0.690498299987952,1,2272,3043,1
JUNB,K562,JUNB_K562,0.792658948211499,1,6192,7224,1
JUND,H1,JUND_H1,0.86394439700945,0.999080930108798,5640,505,1
JUND,HeLa-S3,JUND_HeLa-S3,0.818716883824347,1,71791,6589,1
JUND,HepG2,JUND_HepG2,0.598035065827867,1,15878,8563,1
JUND,K562,JUND_K562,0.954361843735096,0.999871782085701,12419,12035,1
KLF10,K562,KLF10_K562,1.59620606815129,0.00187935743437251,107,62,0.00889721114500404
KLF11,HepG2,KLF11_HepG2,0.15599000411024,1,1624,3358,1
KLF13,HepG2,KLF13_HepG2,0.215654958617755,1,387,579,1
KLF13,K562,KLF13_K562,0.274077200461851,1,754,2544,1
KLF16,HepG2,KLF16_HepG2,0.23336377747095,1,8171,11285,1
KLF16,K562,KLF16_K562,0.463770065513217,1,2275,4536,1
KLF6,HepG2,KLF6_HepG2,0.17049767720598,1,2772,5243,1
KLF6,K562,KLF6_K562,0.361352348230759,1,286,732,1
KLF9,HepG2,KLF9_HepG2,0.187994289580518,1,3288,5640,1
LBX2,HepG2,LBX2_HepG2,0.322665270662639,0.999769844845415,18,18,1
LEF1,K562,LEF1_K562,2.5454544899615,5.87554987281972e-161,2793,1015,1.99768695675871e-159
MAFF,HeLa-S3,MAFF_HeLa-S3,1.00286258976742,0.476434685891402,11689,876,1
MAFF,HepG2,MAFF_HepG2,1.01147627411795,0.326311231975944,6840,2182,1
MAFF,K562,MAFF_K562,1.46437785208899,1.61107417946238e-43,3304,2087,1.77218159740862e-42
MAFG,HepG2,MAFG_HepG2,1.14901328356226,0.00928956851138276,1314,369,0.0408741014500841
