TF_name,cell_line,TF_cell_line,odds_ratio,p_value,overlap_bp_NFR,overlap_bp_NDR,qvalues
ZBTB33,HepG2,ZBTB33_HepG2,0.0510234550590773,1,1074,3975,1
ZBTB33,MCF-7,ZBTB33_MCF-7,0.12133439091767,1,331,70,1
ZBTB7A,HepG2,ZBTB7A_HepG2,0.0974828101645481,1,822,1593,1
ZBTB7B,HepG2,ZBTB7B_HepG2,0.192785242729025,1,2920,2861,1
ZBTB7B,MCF-7,ZBTB7B_MCF-7,0.0452211884522313,1,839,476,1
ZEB1,HepG2,ZEB1_HepG2,0.933803499349216,0.968376752831116,4329,876,1
ZKSCAN1,HeLa-S3,ZKSCAN1_HeLa-S3,0.776590561029052,0.982442472429425,1787,72,1
ZKSCAN1,HepG2,ZKSCAN1_HepG2,0.82804754756163,0.999406131905693,1617,369,1
ZKSCAN1,MCF-7,ZKSCAN1_MCF-7,0.404482704545597,0.999999999995757,1198,76,1
ZKSCAN5,HepG2,ZKSCAN5_HepG2,0.48130315439156,1,3895,1529,1
ZNF143,H1,ZNF143_H1,0.141898042393671,1,2034,884,1
ZNF143,HeLa-S3,ZNF143_HeLa-S3,0.0272065681250259,1,781,898,1
ZNF143,HepG2,ZNF143_HepG2,0.17065331842427,1,2630,2911,1
ZNF24,HepG2,ZNF24_HepG2,0.742661313430692,1,7240,1842,1
ZNF24,MCF-7,ZNF24_MCF-7,0.267798499907559,1,18586,1780,1
ZNF263,HepG2,ZNF263_HepG2,0.213076434485188,1,16085,14238,1
ZNF274,HepG2,ZNF274_HepG2,0.292575962359577,1,1214,784,1
ZNF317,HepG2,ZNF317_HepG2,0.848392399540019,0.999996430275426,4198,935,1
ZNF384,HepG2,ZNF384_HepG2,0.686442731176472,1,95981,26385,1
ZNF460,HepG2,ZNF460_HepG2,0.81335544745029,1,29310,6808,1
ZNF652,HepG2,ZNF652_HepG2,1.07604874813624,0.0290334201983609,4510,792,0.128835802130226
ZNF740,HepG2,ZNF740_HepG2,0.112521567485334,1,9531,15968,1
ZSCAN29,HepG2,ZSCAN29_HepG2,0.300044520516684,1,1083,682,1
